Dataset_id,Name,Provider,Snippet,Tags,DOI,Website
Dataset_282,MCD12Q1.061 MODIS Land Cover Type Yearly Global 500m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MCD12Q1,"landcover, modis, nasa, usgs, yearly",https://doi.org/10.5067/MODIS/MCD12Q1.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q1
Dataset_283,MCD12Q2.006 Land Cover Dynamics Yearly Global 500m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MCD12Q2,"evi, global, modis, onset-greenness, phenology, usgs, yearly",https://doi.org/10.5067/MODIS/MCD12Q2.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD12Q2
Dataset_284,MCD15A3H.061 MODIS Leaf Area Index/FPAR 4-Day Global 500m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MCD15A3H,"fpar, global, lai, modis, nasa, usgs, vegetation",https://doi.org/10.5067/MODIS/MCD15A3H.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD15A3H
Dataset_285,MCD18A1.061 Surface Radiation Daily/3-Hour,NASA LP DAAC at the USGS EROS Center,MODIS/061/MCD18A1,"par, radiation",https://doi.org/10.5067/MODIS/MCD18A1.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD18A1
Dataset_286,MCD18C2.061 Photosynthetically Active Radiation Daily 3-Hour,NASA LP DAAC at the USGS EROS Center,MODIS/061/MCD18C2,"par, radiation",https://doi.org/10.5067/MODIS/MCD18C2.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD18C2
Dataset_287,MCD19A1.061: Land Surface BRF Daily L2G Global 500m and 1km,NASA LP DAAC at the USGS EROS Center,MODIS/061/MCD19A1_GRANULES,"aerosol, aod, aqua, daily, global, maiac, modis, nasa, terra, usgs",https://doi.org/https://lpdaac.usgs.gov/products/mcd19a1v061/,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD19A1_GRANULES
Dataset_288,MCD19A2.061: Terra & Aqua MAIAC Land Aerosol Optical Depth Daily 1km,NASA LP DAAC at the USGS EROS Center,MODIS/061/MCD19A2_GRANULES,"aerosol, aod, aqua, daily, global, maiac, modis, nasa, terra, usgs",https://doi.org/https://lpdaac.usgs.gov/products/mcd19a2v061/,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD19A2_GRANULES
Dataset_289,MCD43A1.061 MODIS BRDF-Albedo Model Parameters Daily 500m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MCD43A1,"albedo, brdf, daily, global, modis, nasa, reflectance, usgs",https://doi.org/10.5067/MODIS/MCD43A1.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD43A1
Dataset_290,MCD43A2.061 MODIS BRDF-Albedo Quality Daily 500m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MCD43A2,"albedo, brdf, daily, global, modis, nasa, reflectance, usgs",https://doi.org/10.5067/MODIS/MCD43A2.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD43A2
Dataset_291,MCD43A3.061 MODIS Albedo Daily 500m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MCD43A3,"albedo, black-sky, daily, global, modis, nasa, usgs, white-sky",https://doi.org/10.5067/MODIS/MCD43A3.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD43A3
Dataset_292,MCD43A4.061 MODIS Nadir BRDF-Adjusted Reflectance Daily 500m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MCD43A4,"albedo, brdf, daily, global, modis, nasa, reflectance, usgs",https://doi.org/10.5067/MODIS/MCD43A4.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD43A4
Dataset_293,MCD43C3.061 BRDF/Albedo Daily L3 0.05 Deg CMG,NASA LP DAAC at the USGS EROS Center,MODIS/061/MCD43C3,"albedo, black-sky, brdf, daily, global, modis, nasa, usgs, white-sky",https://doi.org/10.5067/MODIS/MCD43C3.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD43C3
Dataset_294,MCD64A1.061 MODIS Burned Area Monthly Global 500m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MCD64A1,"burn, fire, geophysical, global, mcd64a1, modis, monthly, nasa, usgs",https://doi.org/10.5067/MODIS/MCD64A1.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MCD64A1
Dataset_295,MOD08_M3.061 Terra Atmosphere Monthly Global Product,NASA LAADS DAAC at NASA Goddard Space Flight Center,MODIS/061/MOD08_M3,"atmosphere, geophysical, global, modis, monthly, nasa, temperature, terra, usgs",https://doi.org/10.5067/MODIS/MOD08_M3.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD08_M3
Dataset_296,MOD09A1.061 Terra Surface Reflectance 8-Day Global 500m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MOD09A1,"8-day, global, modis, nasa, sr, surface-reflectance, terra, usgs",https://doi.org/10.5067/MODIS/MOD09A1.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD09A1
Dataset_297,MOD09CMG.061 Surface Reflectance Daily L3 Global 0.05 Deg CMG,NASA LP DAAC at the USGS EROS Center,MODIS/061/MOD09CMG,"ozone, surface-reflectance, terra",https://doi.org/10.5067/MODIS/MOD09CMG.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD09CMG
Dataset_298,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MOD09GA,"daily, global, modis, nasa, sr, surface-reflectance, terra, usgs",https://doi.org/10.5067/MODIS/MOD09GA.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD09GA
Dataset_299,MOD09GQ.061 Terra Surface Reflectance Daily Global 250m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MOD09GQ,"daily, global, modis, nasa, sr, surface-reflectance, terra, usgs",https://doi.org/10.5067/MODIS/MOD09GQ.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD09GQ
Dataset_300,MOD09Q1.061 Terra Surface Reflectance 8-Day Global 250m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MOD09Q1,"8-day, global, mod09q1, modis, nasa, sr, surface-reflectance, terra, usgs",https://doi.org/10.5067/MODIS/MOD09Q1.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD09Q1
Dataset_301,MOD10A1.061 Terra Snow Cover Daily Global 500m,NASA NSIDC DAAC at CIRES,MODIS/061/MOD10A1,"albedo, daily, geophysical, global, modis, nasa, nsidc, snow, terra",https://doi.org/10.5067/MODIS/MOD10A1.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD10A1
Dataset_302,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,NASA LP DAAC at the USGS EROS Center,MODIS/061/MOD11A1,"daily, emissivity, global, lst, modis, nasa, surface-temperature, terra, usgs",https://doi.org/10.5067/MODIS/MOD11A1.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD11A1
Dataset_303,MOD11A2.061 Terra Land Surface Temperature and Emissivity 8-Day Global 1km,NASA LP DAAC at the USGS EROS Center,MODIS/061/MOD11A2,"8-day, emissivity, global, lst, mod11a2, modis, nasa, surface-temperature, terra, usgs",https://doi.org/10.5067/MODIS/MOD11A2.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD11A2
Dataset_304,MOD13A1.061 Terra Vegetation Indices 16-Day Global 500m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MOD13A1,"16-day, evi, global, modis, nasa, ndvi, terra, usgs, vegetation",https://doi.org/10.5067/MODIS/MOD13A1.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD13A1
Dataset_305,MOD13A2.061 Terra Vegetation Indices 16-Day Global 1km,NASA LP DAAC at the USGS EROS Center,MODIS/061/MOD13A2,"16-day, evi, global, modis, nasa, ndvi, terra, usgs, vegetation",https://doi.org/10.5067/MODIS/MOD13A2.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD13A2
Dataset_306,MOD13A3.061 Vegetation Indices Monthly L3 Global 1 km SIN Grid,NASA LP DAAC at the USGS EROS Center,MODIS/061/MOD13A3,"evi, global, modis, monthly, nasa, ndvi, terra, usgs, vegetation",https://doi.org/10.5067/MODIS/MOD13A3.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD13A3
Dataset_307,MOD13Q1.061 Terra Vegetation Indices 16-Day Global 250m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MOD13Q1,"16-day, evi, global, modis, nasa, ndvi, terra, usgs, vegetation",https://doi.org/10.5067/MODIS/MOD13Q1.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD13Q1
Dataset_308,MOD14A1.061: Terra Thermal Anomalies & Fire Daily Global 1km,NASA LP DAAC at the USGS EROS Center,MODIS/061/MOD14A1,"daily, fire, global, modis, nasa, terra, usgs",https://doi.org/10.5067/MODIS/MOD14A1.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD14A1
Dataset_309,MOD14A2.061: Terra Thermal Anomalies & Fire 8-Day Global 1km,NASA LP DAAC at the USGS EROS Center,MODIS/061/MOD14A2,"8-day, fire, global, modis, nasa, terra, usgs",https://doi.org/10.5067/MODIS/MOD14A2.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD14A2
Dataset_310,MOD15A2H.061: Terra Leaf Area Index/FPAR 8-Day Global 500m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MOD15A2H,"8-day, fpar, global, lai, modis, nasa, terra, usgs",https://doi.org/10.5067/MODIS/MOD15A2H.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD15A2H
Dataset_311,MOD16A2.061: Terra Net Evapotranspiration 8-Day Global 500m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MOD16A2,"8-day, evapotranspiration, global, mod16a2, modis, nasa",https://doi.org/10.5067/MODIS/MOD16A2.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD16A2
Dataset_312,MOD16A2GF.061: Terra Net Evapotranspiration Gap-Filled 8-Day Global 500m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MOD16A2GF,"8-day, evapotranspiration, global, modis, nasa",https://doi.org/10.5067/MODIS/MOD16A2GF.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD16A2GF
Dataset_313,MOD17A2H.061: Terra Gross Primary Productivity 8-Day Global 500m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MOD17A2H,"8-day, global, gpp, modis, nasa, photosynthesis, productivity, psn, terra, usgs",https://doi.org/10.5067/MODIS/MOD17A2H.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD17A2H
Dataset_314,MOD17A3HGF.061: Terra Net Primary Production Gap-Filled Yearly Global 500m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MOD17A3HGF,"global, gpp, nasa, npp, photosynthesis, productivity, psn, terra, usgs, yearly",https://doi.org/10.5067/MODIS/MOD17A3HGF.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD17A3HGF
Dataset_315,MOD21A1D.061 Terra Land Surface Temperature and 3-Band Emissivity Daily Global 1km,NASA LP DAAC at the USGS EROS Center,MODIS/061/MOD21A1D,"daily, emissivity, global, lst, nasa, surface-temperature, terra, usgs",https://doi.org/10.5067/MODIS/MOD21A1D.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD21A1D
Dataset_316,MOD21A1N.061 Terra Land Surface Temperature and 3-Band Emissivity Daily Global 1km,NASA LP DAAC at the USGS EROS Center,MODIS/061/MOD21A1N,"daily, emissivity, global, lst, nasa, surface-temperature, terra, usgs",https://doi.org/10.5067/MODIS/MOD21A1N.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD21A1N
Dataset_317,MOD21C1.061 Terra Land Surface Temperature and 3-Band Emissivity Daily L3 Global 0.05 Deg CMG,NASA LP DAAC at the USGS EROS Center,MODIS/061/MOD21C1,"daily, emissivity, global, lst, nasa, surface-temperature, terra, usgs",https://doi.org/10.5067/MODIS/MOD21C1.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD21C1
Dataset_318,MOD21C2.061 Terra Land Surface Temperature and 3-Band Emissivity 8-Day L3 Global 0.05 Deg CMG,NASA LP DAAC at the USGS EROS Center,MODIS/061/MOD21C2,"emissivity, global, lst, nasa, surface-temperature, terra, usgs",https://doi.org/10.5067/MODIS/MOD21C2.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD21C2
Dataset_319,MOD21C3.061 Terra Land Surface Temperature and 3-Band Emissivity Monthly L3 Global 0.05 Deg CMG,NASA LP DAAC at the USGS EROS Center,MODIS/061/MOD21C3,"emissivity, global, lst, monthly, nasa, surface-temperature, terra, usgs",https://doi.org/10.5067/MODIS/MOD21C3.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MOD21C3
Dataset_320,MYD08_M3.061 Aqua Atmosphere Monthly Global Product,NASA LAADS DAAC at NASA Goddard Space Flight Center,MODIS/061/MYD08_M3,"aqua, atmosphere, geophysical, global, modis, monthly, nasa, temperature, usgs",https://doi.org/10.5067/MODIS/MYD08_M3.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD08_M3
Dataset_321,MYD09A1.061 Aqua Surface Reflectance 8-Day Global 500m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MYD09A1,"8-day, aqua, global, modis, nasa, sr, surface-reflectance, usgs",https://doi.org/10.5067/MODIS/MYD09A1.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD09A1
Dataset_322,MYD09GA.061 Aqua Surface Reflectance Daily Global 1km and 500m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MYD09GA,"aqua, daily, global, modis, nasa, sr, surface-reflectance, usgs",https://doi.org/10.5067/MODIS/MYD09GA.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD09GA
Dataset_323,MYD09GQ.061 Aqua Surface Reflectance Daily Global 250m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MYD09GQ,"aqua, daily, global, modis, nasa, sr, surface-reflectance, usgs",https://doi.org/10.5067/MODIS/MYD09GQ.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD09GQ
Dataset_324,MYD09Q1.061 Aqua Surface Reflectance 8-Day Global 250m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MYD09Q1,"8-day, aqua, global, modis, nasa, sr, surface-reflectance, usgs",https://doi.org/10.5067/MODIS/MYD09Q1.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD09Q1
Dataset_325,MYD10A1.061 Aqua Snow Cover Daily Global 500m,NASA NSIDC DAAC at CIRES,MODIS/061/MYD10A1,"albedo, aqua, daily, geophysical, global, modis, nasa, nsidc, snow",https://doi.org/10.5067/MODIS/MYD10A1.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD10A1
Dataset_326,MYD11A1.061 Aqua Land Surface Temperature and Emissivity Daily Global 1km,NASA LP DAAC at the USGS EROS Center,MODIS/061/MYD11A1,"aqua, daily, emissivity, global, lst, modis, nasa, surface-temperature, usgs",https://doi.org/10.5067/MODIS/MYD11A1.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD11A1
Dataset_327,MYD11A2.061 Aqua Land Surface Temperature and Emissivity 8-Day Global 1km,NASA LP DAAC at the USGS EROS Center,MODIS/061/MYD11A2,"8-day, aqua, emissivity, global, lst, modis, nasa, surface-temperature, usgs",https://doi.org/10.5067/MODIS/MYD11A2.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD11A2
Dataset_328,MYD13A1.061 Aqua Vegetation Indices 16-Day Global 500m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MYD13A1,"16-day, aqua, evi, global, modis, nasa, ndvi, usgs, vegetation",https://doi.org/10.5067/MODIS/MYD13A1.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD13A1
Dataset_329,MYD13A2.061 Aqua Vegetation Indices 16-Day Global 1km,NASA LP DAAC at the USGS EROS Center,MODIS/061/MYD13A2,"16-day, aqua, evi, global, modis, nasa, ndvi, usgs, vegetation",https://doi.org/10.5067/MODIS/MYD13A2.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD13A2
Dataset_330,MYD13A3.061 Aqua Vegetation Indices Monthly L3 Global 1 km SIN Grid,NASA LP DAAC at the USGS EROS Center,MODIS/061/MYD13A3,"aqua, evi, global, modis, monthly, nasa, ndvi, usgs, vegetation",https://doi.org/10.5067/MODIS/MYD13A3.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD13A3
Dataset_331,MYD13Q1.061 Aqua Vegetation Indices 16-Day Global 250m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MYD13Q1,"16-day, aqua, evi, global, modis, nasa, ndvi, usgs, vegetation",https://doi.org/10.5067/MODIS/MYD13Q1.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD13Q1
Dataset_332,MYD14A1.061: Aqua Thermal Anomalies & Fire Daily Global 1km,NASA LP DAAC at the USGS EROS Center,MODIS/061/MYD14A1,"aqua, daily, fire, global, modis, nasa, usgs",https://doi.org/10.5067/MODIS/MYD14A1.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD14A1
Dataset_333,MYD14A2.061: Aqua Thermal Anomalies & Fire 8-Day Global 1km,NASA LP DAAC at the USGS EROS Center,MODIS/061/MYD14A2,"8-day, aqua, fire, global, modis, nasa, usgs",https://doi.org/10.5067/MODIS/MYD14A2.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD14A2
Dataset_334,MYD15A2H.061: Aqua Leaf Area Index/FPAR 8-Day Global 500m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MYD15A2H,"8-day, aqua, fpar, global, lai, modis, nasa, usgs",https://doi.org/10.5067/MODIS/MYD15A2H.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD15A2H
Dataset_335,MYD17A2H.061: Aqua Gross Primary Productivity 8-Day Global 500m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MYD17A2H,"8-day, aqua, global, gpp, modis, nasa, photosynthesis, productivity, psn, usgs",https://doi.org/10.5067/MODIS/MYD17A2H.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD17A2H
Dataset_336,MYD17A3HGF.061: Aqua Net Primary Production Gap-Filled Yearly Global 500m,NASA LP DAAC at the USGS EROS Center,MODIS/061/MYD17A3HGF,"aqua, global, gpp, nasa, npp, photosynthesis, productivity, psn, usgs, yearly",https://doi.org/10.5067/MODIS/MYD17A3HGF.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD17A3HGF
Dataset_337,MYD21A1D.061 Aqua Land Surface Temperature and 3-Band Emissivity Daily Global 1km,NASA LP DAAC at the USGS EROS Center,MODIS/061/MYD21A1D,"aqua, daily, emissivity, global, lst, nasa, surface-temperature, usgs",https://doi.org/10.5067/MODIS/MYD21A1D.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD21A1D
Dataset_338,MYD21A1N.061 Aqua Land Surface Temperature and 3-Band Emissivity Daily Global 1km,NASA LP DAAC at the USGS EROS Center,MODIS/061/MYD21A1N,"aqua, daily, emissivity, global, lst, nasa, surface-temperature, usgs",https://doi.org/10.5067/MODIS/MYD21A1N.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD21A1N
Dataset_339,MYD21C1.061 Aqua Land Surface Temperature and 3-Band Emissivity Daily L3 Global 0.05 Deg CMG,NASA LP DAAC at the USGS EROS Center,MODIS/061/MYD21C1,"aqua, daily, emissivity, global, lst, nasa, surface-temperature, usgs",https://doi.org/10.5067/MODIS/MYD21C1.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD21C1
Dataset_340,MYD21C2.061 Aqua Land Surface Temperature and 3-Band Emissivity 8-Day L3 Global 0.05 Deg CMG,NASA LP DAAC at the USGS EROS Center,MODIS/061/MYD21C2,"aqua, emissivity, global, lst, nasa, surface-temperature, usgs",https://doi.org/10.5067/MODIS/MYD21C2.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD21C2
Dataset_341,MYD21C3.061 Aqua Land Surface Temperature and 3-Band Emissivity Monthly L3 Global 0.05 Deg CMG,NASA LP DAAC at the USGS EROS Center,MODIS/061/MYD21C3,"aqua, emissivity, global, lst, monthly, nasa, surface-temperature, usgs",https://doi.org/10.5067/MODIS/MYD21C3.061,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD21C3
Dataset_342,MOD44W.005 Land Water Mask Derived From MODIS and SRTM,NASA LP DAAC at the USGS EROS Center,MODIS/MOD44W/MOD44W_005_2000_02_24,"geophysical, mod44w, modis, srtm, water-mask",,https://developers.google.com/earth-engine/datasets/catalog/MODIS_MOD44W_MOD44W_005_2000_02_24
Dataset_343,MOD16A2: MODIS Global Terrestrial Evapotranspiration 8-Day Global 1km,"Numerical Terradynamic Simulation Group, The University of Montana",MODIS/NTSG/MOD16A2/105,"8-day, evapotranspiration, global, mod16a2, modis",,https://developers.google.com/earth-engine/datasets/catalog/MODIS_NTSG_MOD16A2_105
Dataset_344,AG100: ASTER Global Emissivity Dataset 100-meter V003,NASA LP DAAC at the USGS EROS Center,NASA/ASTER_GED/AG100_003,"aster, elevation, emissivity, geophysical, infrared, jpl, lst, nasa, ndvi, temperature, thermal",https://doi.org/10.5067/COMMUNITY/ASTER_GED/AG100.003,https://developers.google.com/earth-engine/datasets/catalog/NASA_ASTER_GED_AG100_003
Dataset_345,FLDAS: Famine Early Warning Systems Network (FEWS NET) Land Data Assimilation System,NASA GES DISC at NASA Goddard Space Flight Center,NASA/FLDAS/NOAH01/C/GL/M/V001,"climate, evapotranspiration, humidity, ldas, monthly, nasa, runoff, snow, soil-moisture, temperature, wind",,https://developers.google.com/earth-engine/datasets/catalog/NASA_FLDAS_NOAH01_C_GL_M_V001
Dataset_346,NEX-GDDP-CMIP6: NASA Earth Exchange Global Daily Downscaled Climate Projections,NASA / Climate Analytics Group,NASA/GDDP-CMIP6,"cag, climate, gddp, geophysical, nasa, nex, precipitation, temperature",,https://developers.google.com/earth-engine/datasets/catalog/NASA_GDDP-CMIP6
Dataset_347,GEOS-CF fcst htf v1: Goddard Earth Observing System Composition Forecast,NASA / GMAO,NASA/GEOS-CF/v1/fcst/htf,"composition, forecast, geos, gmao, nasa",https://doi.org/10.1029/2020MS002413,https://developers.google.com/earth-engine/datasets/catalog/NASA_GEOS-CF_v1_fcst_htf
Dataset_348,GEOS-CF fcst tavg1hr v1: Goddard Earth Observing System Composition Forecast,NASA / GMAO,NASA/GEOS-CF/v1/fcst/tavg1hr,"composition, forecast, geos, gmao, nasa",https://doi.org/10.1029/2020MS002413,https://developers.google.com/earth-engine/datasets/catalog/NASA_GEOS-CF_v1_fcst_tavg1hr
Dataset_349,GEOS-CF rpl htf v1: Goddard Earth Observing System Composition Forecast,NASA / GMAO,NASA/GEOS-CF/v1/rpl/htf,"composition, forecast, geos, gmao, nasa",https://doi.org/10.1029/2020MS002413,https://developers.google.com/earth-engine/datasets/catalog/NASA_GEOS-CF_v1_rpl_htf
Dataset_350,GEOS-CF rpl tavg1hr v1: Goddard Earth Observing System Composition Forecast,NASA / GMAO,NASA/GEOS-CF/v1/rpl/tavg1hr,"composition, forecast, geos, gmao, nasa",https://doi.org/10.1029/2020MS002413,https://developers.google.com/earth-engine/datasets/catalog/NASA_GEOS-CF_v1_rpl_tavg1hr
Dataset_351,GIMMS NDVI From AVHRR Sensors (3rd Generation),NASA/NOAA,NASA/GIMMS/3GV0,"avhrr, nasa, ndvi, noaa, vegetation",,https://developers.google.com/earth-engine/datasets/catalog/NASA_GIMMS_3GV0
Dataset_352,GLDAS-2.1: Global Land Data Assimilation System,NASA GES DISC at NASA Goddard Space Flight Center,NASA/GLDAS/V021/NOAH/G025/T3H,"3-hourly, climate, evaporation, forcing, geophysical, gldas, humidity, ldas, nasa, precipitation, pressure, radiation, soil, soil-moisture, surface, temperature, wind",,https://developers.google.com/earth-engine/datasets/catalog/NASA_GLDAS_V021_NOAH_G025_T3H
Dataset_353,GLDAS-2.2: Global Land Data Assimilation System,NASA GES DISC at NASA Goddard Earth Sciences Data and Information Services Center,NASA/GLDAS/V022/CLSM/G025/DA1D,"3-hourly, climate, evaporation, forcing, geophysical, gldas, humidity, ldas, nasa, precipitation, pressure, radiation, soil, soil-moisture, surface, temperature, wind",,https://developers.google.com/earth-engine/datasets/catalog/NASA_GLDAS_V022_CLSM_G025_DA1D
Dataset_354,Reprocessed GLDAS-2.0: Global Land Data Assimilation System,NASA GES DISC at NASA Goddard Space Flight Center,NASA/GLDAS/V20/NOAH/G025/T3H,"3-hourly, climate, evaporation, forcing, geophysical, gldas, humidity, ldas, nasa, precipitation, pressure, radiation, soil, soil-moisture, surface, temperature, wind",,https://developers.google.com/earth-engine/datasets/catalog/NASA_GLDAS_V20_NOAH_G025_T3H
Dataset_355,GPM: Monthly Global Precipitation Measurement (GPM) v6,NASA GES DISC at NASA Goddard Space Flight Center,NASA/GPM_L3/IMERG_MONTHLY_V06,"climate, geophysical, gpm, imerg, jaxa, monthly, nasa, precipitation, weather",https://doi.org/10.5067/GPM/IMERG/3B-MONTH/06,https://developers.google.com/earth-engine/datasets/catalog/NASA_GPM_L3_IMERG_MONTHLY_V06
Dataset_356,GPM: Global Precipitation Measurement (GPM) v6,NASA GES DISC at NASA Goddard Space Flight Center,NASA/GPM_L3/IMERG_V06,"climate, geophysical, gpm, imerg, jaxa, nasa, precipitation, weather",https://doi.org/10.5067/GPM/IMERG/3B-HH-L/06,https://developers.google.com/earth-engine/datasets/catalog/NASA_GPM_L3_IMERG_V06
Dataset_357,GRACE Monthly Mass Grids - Land,NASA Jet Propulsion Laboratory,NASA/GRACE/MASS_GRIDS/LAND,"crs, gfz, grace, gravity, jpl, land, mass, nasa, tellus, water",https://doi.org/10.1029/2005GL025285,https://developers.google.com/earth-engine/datasets/catalog/NASA_GRACE_MASS_GRIDS_LAND
Dataset_358,GRACE Monthly Mass Grids - Global Mascons,NASA Jet Propulsion Laboratory,NASA/GRACE/MASS_GRIDS/MASCON,"grace, gravity, jpl, mascon, mass, nasa, tellus, water",https://doi.org/10.1002/2014JB011547,https://developers.google.com/earth-engine/datasets/catalog/NASA_GRACE_MASS_GRIDS_MASCON
Dataset_359,GRACE Monthly Mass Grids - Global Mascon (CRI Filtered),NASA Jet Propulsion Laboratory,NASA/GRACE/MASS_GRIDS/MASCON_CRI,"grace, gravity, jpl, mascon, mass, nasa, tellus, water",https://doi.org/10.1002/2014JB011547,https://developers.google.com/earth-engine/datasets/catalog/NASA_GRACE_MASS_GRIDS_MASCON_CRI
Dataset_360,GRACE Monthly Mass Grids - Ocean,NASA Jet Propulsion Laboratory,NASA/GRACE/MASS_GRIDS/OCEAN,"crs, gfz, grace, gravity, jpl, mass, nasa, ocean, tellus, water",https://doi.org/10.1175/2010JTECHO738.1,https://developers.google.com/earth-engine/datasets/catalog/NASA_GRACE_MASS_GRIDS_OCEAN
Dataset_361,GRACE Monthly Mass Grids - Ocean EOFR,NASA Jet Propulsion Laboratory,NASA/GRACE/MASS_GRIDS/OCEAN_EOFR,"crs, gfz, grace, gravity, jpl, mass, nasa, ocean, tellus, water",https://doi.org/10.1175/2010JTECHO738.1,https://developers.google.com/earth-engine/datasets/catalog/NASA_GRACE_MASS_GRIDS_OCEAN_EOFR
