ID,Script_ID,Entity_Type,Value,Value_BAAI,Top1_Similarity_BAAI,Value_BERT,Top1_Similarity_BERT,Value_BERT0,Top1_Similarity_BERT0,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_GPT3.5,Usage
737,script_96578.txt,Function,Image collection filtering by date and bands,Filter Image Collection By Date And Boundaries,0.847571433,Filter Image Collection By Date And Region,0.999576449,Filter Image Collection By Date And Region,0.905899704,Filter Image Collection By Date And Boundaries,0.952143908,Filter Image Collection By Date And Region,4962
738,script_96578.txt,Function,Chart generation for temperature and radiative power,Generate Time Series Charts Of Temperature Data,0.762894273,Filter And Process Images For Water Detection,0.999010205,Unit Conversion For Temperature Data,0.908314764,Generate Time Series Charts Of Temperature Data,0.876647353,Generate Time Series Charts Of Temperature Data,4962
739,script_96578.txt,Function,Unmasking fire probability image collection,Estimating Fire Accumulation,0.65277499,Image Convolution,0.999021769,Map Visualization Of Feature Collection,0.913842022,Visualize Fire Data,0.860716343,Remove Elevation Effects,4962
740,script_96578.txt,Function,NDVI calculation and change detection,Calculates Normalized Difference Water Index (NDWI),0.714801192,Visualize NDVI And Date Information,0.999413311,Feature Filtering And Mapping,0.918986678,Change Detection,0.871537268,Calculate NDVI For Pre-Fire Image,4962
741,script_96578.txt,Function,Fire mask creation based on NDVI change,Creates Animation Of NDVI Over Time,0.668877304,Generate Time Series Data For NDVI Changes,0.999038041,Image Cloud Masking,0.915053368,Flood Mask Generation,0.84179002,Threshold Application,4951
742,script_96593.txt,Function,NDVI calculation,Visualize NDVI Results,0.738414049,Seasonal NDVI Analysis,0.999515414,Pixel Count Calculation,0.960101128,Visualize NDVI Results,0.871041358,Calculate Temporal Spectral Indices,4951
743,script_96593.txt,Function,Image filtering by date and location,Filter Images By Date And Region,0.891982794,Filter Images By Date And Region,0.999470472,Filter Image Collection By Date And Region,0.937378764,Filter Images By Date And Region,0.955160141,Filter Images By Date And Region,4951
744,script_96593.txt,Function,Land cover selection and visualization,Visualizing Land Cover,0.86836946,Map Visualization Of Feature Collection,0.999329031,Terrain Data Generation and Analysis,0.93014729,Visualizing Land Cover,0.945896745,Land Cover Classification And Mapping,4951
745,script_96611.txt,Function,Composite creation using Landsat data,Filter And Mosaic Landsat Images,0.687484145,Create Median Composite Of Images,0.999153674,Filter Image Collection By Cloud Coverage,0.934881687,Mosaic Landsat Images,0.861580014,Generate Image Composites For Indices/Index,4951
746,script_96611.txt,Function,NDVI calculation for vegetation analysis,"Maximum, Minimum And Mean Statistical Analysis (NDVI and Vegetation Indices)",0.743422627,Fractional Vegetation Calculation,0.999246001,Nighttime light data analysis,0.935923159,Vegetation Indices/Index Calculation,0.877439618,Calculate Environmental And Vegetation Indices,4969
747,script_96611.txt,Function,Exporting images to Drive,Export Processed Images To Drive,0.894374013,Export Processed Images To Drive,0.999714255,Stacking Multiple Images,0.928141236,Export Processed Images To Drive,0.954555571,Export Processed Images To Drive,4969
748,script_97207.txt,Function,Image collection filtering based on date and location,Filter Image Collection By Date And Region,0.899417043,Filter Image Collection By Date And Region,0.999541163,Filter Image Collection By Date And Region,0.920149207,Filter Image Collection By Date And Region,0.964108348,Filter Image Collection By Date And Region,4969
749,script_97207.txt,Function,NDVI calculation for pre and post-fire images,Load and Display Pre- And Post-Fire Satellite Image,0.682939172,Calculate NBR for Post-Fire Image,0.999292612,Calculate NBR For Pre-Fire Image,0.911621571,Generates Visual Comparisons Of Pre- And Post-Event Images,0.850438476,Calculate Difference Normalized Burn Ratio (dNBR),4969
750,script_97208.txt,Function,Image processing for pre and post-fire assessment,Load and Display Pre- And Post-Fire Satellite Image,0.759871066,Detect Changes By Comparing Pre- And Post-Fire Images,0.999230504,Data Acquisition And Preprocessing,0.908741713,Image Preprocessing,0.892060161,Filter And Mosaic Landsat Images,4969
751,script_97208.txt,Function,Classification based on spectral indices,Spectral Index Computation,0.757175565,Addition Of Spectral Indices,0.999242902,Sampling Regions For Test Data,0.954073906,Classification,0.876630843,Classification And Machine Learning,4971
752,script_97209.txt,Function,Image collection filtering for pre/post-fire images,Load and Display Pre- And Post-Fire Satellite Image,0.746009946,Detect Changes By Comparing Pre- And Post-Fire Images,0.99919188,Feature Filtering And Mapping,0.88585186,Temporal Image Collection Filtering,0.905980468,Filter Image Collection By Date And Region,4971
753,script_97209.txt,Function,"Indices calculation for NDVI, SAVI, MSI, etc.",Calculate Normalized Difference And Other Indices,0.689316094,"Calculate Other Vegetation Indices/index (SAVI, EVI)",0.998770118,"Maximum, Minimum And Mean Statistical Analysis (NDVI and Vegetation Indices)",0.850359142,Calculate Normalized Difference And Other Indices,0.86620903,Calculate Spectral Indices And Ratios From Satellite Bands,4971
754,script_97210.txt,Function,Filtering fires in the general area,Filtering Polygons,0.71366775,Classify And Evaluate Burned Areas,0.998438299,Identifying Burned Areas,0.935800076,Identifying Burned Areas,0.845653772,Detect Changes By Comparing Pre- And Post-Fire Images,4971
755,script_97210.txt,Function,Calculating indices for image analysis,Image Index Calculation,0.869804919,Calculate Statistical Indicators Of Image Collection,0.999288559,Error Matrix Computation,0.913871884,Image Index Calculation,0.942560077,Image Index Calculation,4971
756,script_97211.txt,Function,Image collection filtering for pre and post-fire images,Load and Display Pre- And Post-Fire Satellite Image,0.7514956,Detect Changes By Comparing Pre- And Post-Fire Images,0.999306262,Filter And Mosaic Landsat Images,0.890477955,Temporal Image Collection Filtering,0.906354964,Filter Image Collection By Date And Region,4995
757,script_97211.txt,Function,Calculation of various vegetation indices for classification,Vegetation Indices/Index Calculation,0.854683876,Vegetation Indices/Index Calculation,0.998942375,Secondary Vegetation Age Determination,0.929326236,Vegetation Indices/Index Calculation,0.927144527,Calculate Environmental And Vegetation Indices,4995
758,script_97212.txt,Function,Image collection filtering for pre and post-fire images,Load and Display Pre- And Post-Fire Satellite Image,0.7514956,Detect Changes By Comparing Pre- And Post-Fire Images,0.999306262,Filter And Mosaic Landsat Images,0.890477955,Temporal Image Collection Filtering,0.906354964,Filter Image Collection By Date And Region,4995
759,script_97212.txt,Function,"Indices calculation for NDVI, SAVI, MSI, MIRBI, BR, NBR, NBR2, NBR3, NBR4, BAI",Calculate Normalized Difference Water Body Index (NDWBI),0.643422663,"Maximum, Minimum And Mean Statistical Analysis (NDVI and Vegetation Indices)",0.997150064,Mapping Index/Indices,0.863391995,Calculate Normalized Difference And Other Indices,0.863891125,Calculate Spectral Indices And Ratios From Satellite Bands,4995
760,script_97212.txt,Function,Image classification using various classifiers,Image Differencing,0.762574375,Correct Classification Results Using Specified Conditions,0.999001503,Image Clustering,0.950054169,Classify Images Based On Training Data,0.916911364,Machine Learning Classification,4995
761,script_97250.txt,Function,Filtering and selecting night light data,Nighttime light data analysis,0.821679831,Filter And Process Images For Water Detection,0.999218464,Filtering Training Data,0.917053342,Nighttime light data analysis,0.92929256,Filter And Process Images For Water Detection,4957
762,script_97250.txt,Function,Extracting landcover classification data,Training And Sampling For Land Cover Classification,0.780704737,Map Visualization Of Feature Collection,0.999093652,Estimating Soil Loss,0.94132185,Land Cover Classification And Mapping,0.890177608,Classify Images Based On Training Data,4957
763,script_97250.txt,Function,Creating agriculture and urban zones,Filtering Administrative Boundaries,0.629164934,Calculate Environmental And Vegetation Indices,0.999172151,Remapping Land Cover Classes,0.873059809,Detect Land Development Areas,0.79957056,Generate Ratio Images,4957
764,script_97250.txt,Function,Classifying nightlights image into categorical values,Nighttime light data analysis,0.713559031,Convert Flood Detection Results To Vector Polygons,0.99885273,Identifying Homogeneous Areas,0.889840722,Classify Images Based On Training Data,0.875765979,Machine Learning Classification,4957
765,script_97250.txt,Function,Computing statistics on classified image in each zone,Segment Image Into Clusters,0.690176249,Calculates And Displays Area For Each Land Cover Category,0.998858213,Correct Classification Results Using Specified Conditions,0.923443437,Calculate Statistical Indicators Of Image Collection,0.880034626,Calculate Statistical Indicators Of Image Collection,4957
766,script_97292.txt,Function,Image filtering based on date and location,Filter Images By Date And Region,0.884408712,Filter Images By Date And Region,0.999412537,Filter Image Collection By Date And Region,0.903338552,Filter Images By Date And Region,0.953884125,Filter Image Collection By Date And Region,4953
767,script_97292.txt,Function,Image segmentation using SNIC algorithm,Image Segmentation,0.724809945,Sort Image Collection By Feature,0.999036074,Image Segmentation,0.937075019,Image Segmentation,0.915151238,Image Segmentation,4953
768,script_97292.txt,Function,Cluster properties computation,Compute Metric Within Clusters,0.792517304,Cluster Image Data,0.999122739,Spectral Index Computation,0.962179005,Cluster Analysis,0.904742777,Cluster Analysis,4953
769,script_97292.txt,Function,Classifier training and object classification,Classification And Machine Learning,0.73477155,Train And Apply SVM Classifier,0.998971224,Classification And Machine Learning,0.905270338,Machine Learning Classification,0.893864632,Machine Learning Model Training,4953
770,script_97295.txt,Function,Filter Dynamic World and Sentinel-2 collections by date and region,Filter Image Collection By Date And Region,0.728302717,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.998888016,Filter Image Collection By Date And Region,0.906915665,Filter Image Collection By Date And Region,0.91064775,Filter Image Collection By Date And Region,4953
771,script_97295.txt,Function,Join corresponding DW and S2 images,Combine Multiple Image Properties,0.62059629,Add NDWI Band To Images,0.998821259,Add NDWI Band To Images,0.927151501,Aggregate Multiple Images,0.863847613,Merge Feature Collections,4954
772,script_97295.txt,Function,Create visualization blending DW class label with probability,Visualize Classified Data And Indices,0.649957538,Visualize Data With Specific Color Palettes,0.99881804,Generate Time Series Charts For NDVI,0.922898233,Data Visualization,0.860340714,Visualize Classified Data And Indices,4954
773,script_97295.txt,Function,"Generate RGB image of the label on [0, 1]",Generate Spectral Signature Chart,0.595182657,Clip Images To A Specific Region,0.996771574,Convert Raster To Vector,0.889175415,Binary Image Creation,0.810793102,Image Band Manipulation,4954
774,script_97295.txt,Function,Get most likely class probability,Count Cloud Probability Occurrences,0.615576267,Filter And Visualize,0.998831034,Calculate Minimum Backscatter,0.910296321,Remap Cluster Results To Simplified Classes,0.809618115,Classification And Machine Learning,4954
775,script_97295.txt,Function,Combine RGB image with hillshade,Combine Multiple Image Properties,0.673660994,Add NDWI Band To Images,0.998805404,Combine Multiple Image Properties,0.934091032,Image Mapping,0.846586823,Image Addition,4954
776,script_97367.txt,Function,Acquires Landsat TOA image collection,"Merge, Harmonize, And Standardize Landsat Image Collections",0.688041687,Sort Image Collection By Time,0.998971343,Calculates Mean Of Image Collection,0.86058861,Mosaic Landsat Images,0.851606727,Image Band Manipulation,4943
777,script_97367.txt,Function,Computes cloud score and masks clouds,Cloud Score Computation,0.768084049,Computes Percentage Of Cloud Cover,0.999169648,Compute Metric Within Clusters,0.88184756,Cloud Filtering,0.892930448,Cloud And Shade Masking,4943
778,script_97367.txt,Function,Finds and masks out dark outliers,Identify And Display Outlier Areas,0.677884758,Identify And Display Outlier Areas,0.999014556,Filter And Visualize,0.840637743,Identify Outlier Areas,0.869189084,Quality Masking,4943
779,script_97367.txt,Function,Projects cloud and shadow masking,Shadow Masking,0.81289804,Cloud And Cloud Shadow Masking,0.999479532,Training Data Creation,0.896931887,Image Cloud Masking,0.892591834,Image Masking,4943
780,script_97367.txt,Function,Calculates NDVI,Visualize NDVI Results,0.769035101,Seasonal NDVI Analysis,0.999448419,Calculates Area,0.947906733,Visualize NDVI Results,0.892005205,Image Index Calculation,4943
781,script_97367.txt,Function,Runs reducer on image collection,Reduction Of Image Collection,0.798885942,Calculates Median Of Image Collection,0.999240756,Converts Joined Data To Image Collection,0.922414541,Reduction Of Image Collection,0.864797115,Image Reduction,4942
782,script_97371.txt,Function,Cloud and shadow masking,Shadow Masking,0.869046092,Cloud And Cloud Shadow Masking,0.999847174,Cloud And Cloud Shadow Masking,0.969192922,Image Cloud Masking,0.923042893,Cloud And Shade Masking,4942
783,script_97371.txt,Function,NDVI calculation,Visualize NDVI Results,0.738414049,Seasonal NDVI Analysis,0.999515414,Pixel Count Calculation,0.960101128,Visualize NDVI Results,0.871041358,Calculate NDVI Band To Images,4942
784,script_97371.txt,Function,Time series generation,Time Series Analysis,0.751891434,Time Series Analysis,0.99934864,Radiance calculation,0.944193006,Generate Time Series Charts,0.916720212,Generate Time Series Data For NDVI Changes,4942
785,script_97371.txt,Function,Exporting time series data,Export Time Series Data,0.956200302,Export Time Series Data,0.999779999,Filtering Precipitation Data,0.920288444,Export Time Series Data,0.979346037,Export Time Series Data,4942
786,script_97371.txt,Function,Merging NDVI observations,Visualize NDVI Results,0.719509721,Seasonal NDVI Analysis,0.999363601,Exporting Prediction Results,0.896127403,Visualize NDVI And Date Information,0.84405297,Merge And Sort Image Collections,4968
787,script_97430.txt,Function,Filter Sentinel-2 data by location and date,Filter Images By Date And Region,0.71799171,Filter Images By Date And Region,0.99922061,Filter Image Collection By Date And Region,0.922366619,Filter Images By Date And Region,0.862829089,Filter Image Collection By Date And Region,4968
788,script_97430.txt,Function,Join cloud probability data to Sentinel-2 data,Count Cloud Probability Occurrences,0.652710557,Clip Population Data To Flood-Affected Regions,0.998866916,Generate Time Series Charts Of Cloud Scores,0.898233116,Count Cloud Probability Occurrences,0.845850229,Join Cloud Probability Data To Sentinel-2 Data,4968
789,script_97430.txt,Function,Add cloud probability and cloud mask bands to images,Image Band Addition,0.739832282,Add Cloud Probability And Mask As Image Bands,0.999614656,Add Cloud Probability And Mask As Image Bands,0.951586246,Image Cloud Masking,0.905964851,Add Cloud Probability And Mask As Image Bands,4968
790,script_97430.txt,Function,Identify potential cloud shadow pixels,Shadow Detection,0.724451065,Apply Threshold To Identify Water Surface,0.998680115,Identify Tree Cover,0.923439801,Quantifying Pixels,0.864773631,Cloud And Shadow Masking,4968
791,script_97430.txt,Function,Generate cloud-shadow mask,Shadow Masking,0.739699781,Filter Images By Cloud Cover,0.999220848,Generate Spectral Signature Chart,0.911588073,Image Cloud Masking,0.89532727,Cloud And Shade Masking,4969
792,script_97430.txt,Function,Apply cloud-shadow mask to remove clouds and shadows,Shadow Removal,0.70821166,Cloud And Cloud Shadow Masking,0.998954058,Apply Masks To Classified Images,0.88504827,Image Cloud Masking,0.894588888,Cloud And Shadow Removal,4969
793,script_97430.txt,Function,Calculate and add SWI index to images,Image Index Calculation,0.767591238,Add NDVI Band To Images,0.999030054,Calculate Normalized Burn Ratio (NBR) For Images,0.934588075,Image Index Calculation,0.933024168,Addition Of NDVI,4969
794,script_97430.txt,Function,Calculate and add MNDWI index to images,Calculates Modified Normalized Difference Water Index (MNDWI),0.765087008,Add NDWI Band To Images,0.999224246,Calculate Normalized Burn Ratio (NBR) For Images,0.917881489,Image Index Calculation,0.941392779,Calculate Normalized Difference Water Index (NDWI),4969
795,script_97430.txt,Function,Calculate and add NDVI index to images,Add NDVI Band To Images,0.827219725,Add NDVI Band To Images,0.999438643,Generate Image Composites For Indices/Index,0.9136374,Image Index Calculation,0.927023172,Calculate Normalized Difference Water Index (MNDWI),4969
796,script_97430.txt,Function,Calculate and add SAVI index to images,Image Index Calculation,0.75562048,Add NDVI Band To Images,0.999234438,Calculate NBR for Post-Fire Image,0.915958405,Image Index Calculation,0.915032864,Calculate Environmental And Vegetation Indices,4952
797,script_97431.txt,Function,Calculate MNDWI index,Calculates Modified Normalized Difference Water Index (MNDWI),0.826884925,Image Index Calculation,0.999037445,Calculate Temporal Spectral Indices,0.958633602,Geometric Index Calculation,0.891162872,Calculate Normalized Difference Water Index (NDWI),4952
798,script_97431.txt,Function,Assess cloud cover,Computes Percentage Of Cloud Cover,0.820616484,Cloud Cover Removal,0.999457896,Identify Tree Cover,0.920700371,Mapping Cloud Cover,0.924707413,Quality Assessment,4952
799,script_97431.txt,Function,Apply cloud cover mask,Mask Application,0.732734919,Filter Images By Cloud Cover,0.999179244,Apply Gamma MAP Filter,0.922324777,Image Cloud Masking,0.894667685,Image Cloud Masking,4952
800,script_97431.txt,Function,Filter images by date and location,Filter Images By Date And Region,0.922226548,Filter Images By Date And Region,0.999742031,Filter Images By Date And Region,0.984529018,Filter Images By Date And Region,0.967478156,Clip Images To Specific Geographic Boundaries,4952
801,script_97431.txt,Function,Generate quality mosaic,Quality Mosaic Generation,0.77631247,Quality Mosaic Generation,0.999585092,Compute Maximum Values,0.938228309,Quality Mosaic Generation,0.920283079,Quality Mosaic Generation,4948
802,script_97431.txt,Function,Calculate median values,Calculates Median Values,0.930660248,Calculates Median Values,0.999782622,Compute Mean Values,0.971694827,Calculates Median Values,0.953584313,Calculate Median Values,4948
803,script_97446.txt,Function,Cloud masking for Sentinel-2 imagery,Image Cloud Masking,0.794207096,Filter And Process Images For Water Detection,0.998958588,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.84507072,Image Cloud Masking,0.910168886,Cloud And Shade Masking,4948
804,script_97446.txt,Function,Image collection filtering by date and location,Filter Image Collection By Date And Region,0.897858977,Filter Image Collection By Date And Region,0.999664128,Filter Image Collection By Date And Region,0.938192189,Filter Image Collection By Date And Region,0.96578151,Filter Image Collection By Date And Region,4948
805,script_97475.txt,Function,Cloud masking for Sentinel-2 imagery,Image Cloud Masking,0.794207096,Filter And Process Images For Water Detection,0.998958588,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.84507072,Image Cloud Masking,0.910168886,Cloud And Shade Masking,4948
806,script_97475.txt,Function,Cluster generation using XMeans algorithm,Segment Image Into Clusters,0.718298793,Stacking Multiple Images,0.998863935,Image Clustering,0.933292389,Cluster Analysis,0.849776506,Cluster Image Data,4934
807,script_97477.txt,Function,Cloud cover filtering,Cloud Filtering,0.854919672,Cloud Cover Removal,0.999605417,Cloud Filtering,0.983543515,Cloud Filtering,0.963688731,Cloud Filtering,4934
808,script_97477.txt,Function,Image collection filtering,Filter Image Collection,0.88791275,Filter Image Collection,0.999664903,Temporal Image Collection Filtering,0.983245134,Filter Image Collection,0.987343848,Filter Image Collection,4934
809,script_97477.txt,Function,Image clipping to ROI,Spatial Clipping,0.692961872,Filter Image Collection By Region,0.999025047,Select Image,0.919951379,Clip Images To A Specific Region,0.898461461,Clip Images To A Specific Region,4934
810,script_97477.txt,Function,NDVI computation,Visualize NDVI Results,0.763913512,Seasonal NDVI Analysis,0.999202967,Spectral Index Computation,0.942010283,Visualize NDVI Results,0.877283514,Calculate NDVI,4934
811,script_97477.txt,Function,EVI computation,Error Matrix Computation,0.635661364,Threshold Computation,0.998826504,Threshold Computation,0.954665959,Entropy Computation,0.846574903,Calculate Environmental And Vegetation Indices,4956
812,script_97477.txt,Function,SABI computation,Topographic Wetness Index (TWI) Computation,0.580919385,Threshold Computation,0.998983145,Data Fusion,0.956884146,Spectral Index Computation,0.832797587,Calculate Spectral Indices And Ratios From Satellite Bands,4956
813,script_97477.txt,Function,Legend setup for SABI value,Add A Legend,0.59896034,Visualize NDVI And Date Information,0.99898982,Update Masks,0.888874888,Legend Creation,0.846694171,Addition Of Spectral Indices,4956
814,script_97479.txt,Function,Filtering images by date and location,Filter Images By Date And Region,0.911226928,Filter Images By Date And Region,0.999506235,Filter Image Collection By Date And Boundaries,0.900584161,Filter Images By Date And Region,0.96510005,Filter Image Collection By Date And Region,4956
815,script_97479.txt,Function,Applying cloud and cloud shadow mask,Shadow Masking,0.782131314,Cloud And Cloud Shadow Masking,0.999734938,Cloud And Shadow Removal,0.867138505,Image Cloud Masking,0.899264157,Cloud And Cloud Shadow Masking,4956
816,script_97507.txt,Function,"Filtering Landsat 8 imagery based on cloud cover, location, and date",Filter Images By Cloud Cover,0.758306861,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.998741567,Filter Image Collection By Date And Boundaries,0.820071638,Filter Images By Cloud Cover,0.910657525,Filter Image Collection By Cloud Coverage,4976
817,script_97507.txt,Function,Mapping image dates and displaying them on the map,Add Date Information To Images,0.790247917,Convert And Format Spatial Data For Export,0.998236954,Filter Image Collection By Date And Region,0.892468929,Add Date Information To Images,0.887507439,Layer Addition To Map,4976
818,script_97508.txt,Function,Calculate NDVI for image collection,Calculate Statistical Indicators Of Image Collection,0.765568852,Generate Time Series Data For NDVI Changes,0.999342203,Calculate Normalized Burn Ratio (NBR) For Images,0.954290032,Calculate Statistical Indicators Of Image Collection,0.895477057,Calculate Spectral Indices And Ratios From Satellite Bands,4976
819,script_97508.txt,Function,Generate NDVI time series by region,Generate Time Series Charts For NDVI,0.81277144,Generate Time Series Charts For NDVI,0.999512076,Generate Time Series Charts For NDVI,0.964932203,Generate Time Series Charts For NDVI,0.905537963,Generate Time Series Data For NDVI Changes,4976
820,script_97509.txt,Function,Display true color image for pre and post fire assessment,Load and Display Pre- And Post-Fire Satellite Image,0.725263476,Classify Images Based On Pre And Post Fire Data,0.9991436,Calculate NBR for Post-Fire Image,0.906900942,Load and Display Pre- And Post-Fire Satellite Image,0.86920464,Display True Color Images,4976
821,script_97509.txt,Function,Display false color infrared image for vegetation analysis,Visualize Vegetation Data,0.664545059,Filter And Process Images For Water Detection,0.99909997,Calculate Data For Specific Spectral Bands,0.922455549,Image Correction,0.807103872,Generate Visualizations And Charts For Analysis,4978
822,script_97510.txt,Function,Normalized Difference Burn Ratio computation,Calculate Normalized Difference And Other Indices,0.724562645,Calculates Mean Of Image Collection,0.998957932,Emissivity Calculation,0.950434804,Calculate Normalized Difference And Other Indices,0.865646601,Calculate Difference Normalized Burn Ratio (dNBR),4978
823,script_97512.txt,Function,Compute NDBR for pre and post-fire images,Load and Display Pre- And Post-Fire Satellite Image,0.684636116,Detect Changes By Comparing Pre- And Post-Fire Images,0.999270797,Map Function To Calculate And Analysis Features,0.87182045,Generates Visual Comparisons Of Pre- And Post-Event Images,0.856870532,Calculate NBR for Pre-Fire Image,4978
824,script_97512.txt,Function,Compute Delta NDR and clip to fire perimeter,Visualize Fire Data,0.593983829,Compute Difference Between Pre- And Post-Fire NBR,0.998883843,Compute Median Of NDVI,0.89793396,Estimating Fire Accumulation,0.830698252,Calculate NBR for Post-Fire Image,4978
825,script_97512.txt,Function,Reclassify fire severity levels and generate histogram,Visualize Fire Data,0.62733829,Topographic Wetness Index (TWI) Computation,0.998902202,Classify And Visualize Burn Severity,0.870675564,Visualize Fire Data,0.847272396,Reclassify,4978
826,script_97512.txt,Function,Generate thumbnail image for sharing,Aggregate Multiple Images,0.647408724,Visualize Images In Different Band Combinations,0.998897314,Generate ColumnChart For Precipitation,0.930303216,Export Composite Image,0.827966869,Generate Visualizations And Statistical Charts For Classification Results,4978
827,script_97538.txt,Function,Calculate NDVI and SAVI,Visualize NDVI Results,0.706860602,Visualize NDVI And Date Information,0.99912256,Compute Median Of NDVI,0.928197861,Visualize NDVI Results,0.859706402,Calculate Spectral Indices And Ratios From Satellite Bands,4978
828,script_97538.txt,Function,Export processed images,Export Processed Images,0.97258836,Export Processed Images,1,Export Processed Images,1.000000119,Export Processed Images,0.982003331,Export Processed Images,4978
829,script_97539.txt,Function,"Filter Landsat 8 images by date, path, row, and cloud cover",Filter Images By Cloud Cover,0.711974561,"Merge, Harmonize, And Standardize Landsat Image Collections",0.998869836,Filter Image Collection By Date And Region,0.905159652,Filter Images By Cloud Cover,0.921164274,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,4978
830,script_97539.txt,Function,Calculate NDVI and SAVI indices,Visualize NDVI Results,0.696428955,Seasonal NDVI Analysis,0.999176204,Calculate Normalized Difference And Other Indices,0.954523683,Calculate Normalized Difference Water Body Index (NDWBI),0.865156174,Calculate Environmental And Vegetation Indices,4978
831,script_97539.txt,Function,Export NDVI and SAVI images to Google Drive,Export Processed Images To Google Drive,0.760786653,Export Processed Images To Google Drive,0.998975992,Export Processed Images To Google Drive,0.947499156,Export Processed Images To Google Drive,0.936581433,Export Processed Images To Google Drive,4962
832,script_97539.txt,Function,Multiply bands B10 and B11 by 0.1 and export,Calculate And Export Statistics,0.612186253,Calculates Green Leaf Index (GLI),0.99801445,Convert And Format Spatial Data For Export,0.844934046,Stack Multiple Image Bands,0.789963484,Image Band Manipulation,4962
833,script_97582.txt,Function,Filtering images by date and location,Filter Images By Date And Region,0.911226928,Filter Images By Date And Region,0.999506235,Filter Image Collection By Date And Boundaries,0.900584161,Filter Images By Date And Region,0.96510005,Filter Images By Date And Region,4962
834,script_97582.txt,Function,Masking clouds in images,Image Cloud Masking,0.889575839,Image Cloud Masking,0.999362111,Visualizing Land Cover,0.912410021,Image Cloud Masking,0.952183664,Image Cloud Masking,4962
835,script_97582.txt,Function,Mosaicking images,Image Mosaicking,0.955996156,Image Mosaicking,0.999627948,Image Mosaicking,0.942839026,Image Mosaicking,0.960516453,Image Mosaicking,4962
836,script_97582.txt,Function,Clipping images to KP boundary,Clip Images To Specific Geographic Boundaries,0.796030283,Clip Images To Specific Geographic Boundaries,0.998632669,Applying Mean Filter To Image,0.918826342,Clip Images To A Specific Region,0.916215122,Clip Images To Specific Geographic Boundaries,4952
837,script_97582.txt,Function,Adding layers to the map,Layer Addition To Map,0.9115358,Add Tasseled Cap Transformation,0.99795115,Layer Addition To Map,0.954190969,Layer Addition To Map,0.939965606,Layer Addition To Map,4952
838,script_97609.txt,Function,Filter and sum monthly precipitation data,Filtering Precipitation Data,0.81271708,Terrain Data Generation and Analysis,0.998984396,Clip Precipitation Data,0.887885153,Filtering Precipitation Data,0.900828123,Filter Images By Month,4952
839,script_97609.txt,Function,Compute long-term monthly averages,Compute Mean Values,0.734683394,Calculate Long-Term Averages,0.999488711,Calculate Long-Term Averages,0.940163255,Compute Mean Values,0.82832396,Calculate Long-Term Averages,4952
840,script_97609.txt,Function,Calculate seasonal deviation,Calculate Annual Precipitation,0.733215034,Standard Deviation Calculation,0.999327719,Calculate Annual Precipitation,0.950113118,Standard Deviation Calculation,0.870749474,Calculate Seasonal And Temporal Spectral Indices,4952
841,script_97609.txt,Function,Export image and table data,Export Composite Image,0.742451251,Export Composite Image,0.999209285,Export Raster Data,0.945101738,Export Composite Image,0.886029601,Export Processed Images,4941
842,script_97610.txt,Function,Filter and process minimum temperature data,Selects Temperature Data,0.721530795,Filter And Process Images For Water Detection,0.999439776,Filter And Process,0.92051661,Selects Temperature Data,0.865720272,Filter And Process,4941
843,script_97610.txt,Function,Filter and process maximum temperature data,Selects Temperature Data,0.746143281,Filter And Process Images For Water Detection,0.999388576,Filter And Process,0.914898515,"Maximum, Minimum And Mean Statistical Analysis (Temperature)",0.864556074,Filter And Process,4941
844,script_97610.txt,Function,Filter and process mean temperature data,Selects Temperature Data,0.738454461,Filter And Process Images For Water Detection,0.99933064,Filter And Process Images For Water Detection,0.90731138,"Maximum, Minimum And Mean Statistical Analysis (Temperature)",0.857146025,Filter And Process,4941
845,script_97610.txt,Function,Visualize temperature layers,Visualize Temperature Data,0.881362498,Visualize Temperature Data,0.999521971,Visualize Data Using Specific Band Combinations,0.959997296,Visualize Temperature Data,0.942678213,Visualize Temperature Data,4941
846,script_97610.txt,Function,Export temperature data to Google Drive,Export Processed Data To Google Drive,0.846846461,Export Processed Data To Google Drive,0.999617577,Export Processed Data To Google Drive,0.95962888,Export Processed Data To Google Drive,0.912272334,Export Processed Data To Google Drive,4950
847,script_97622.txt,Function,Cloud masking for removing cloud cover,Image Cloud Masking,0.769168735,Image Cloud Masking,0.999143362,Image Cloud Masking,0.940632939,Cloud Filtering,0.909883261,Cloud And Shade Masking,4950
848,script_97622.txt,Function,NDVI calculation for vegetation analysis,"Maximum, Minimum And Mean Statistical Analysis (NDVI and Vegetation Indices)",0.743422627,Fractional Vegetation Calculation,0.999246001,Nighttime light data analysis,0.935923159,Vegetation Indices/Index Calculation,0.877439618,Calculate NDVI For Images,4950
849,script_97622.txt,Function,Training image creation for classification,Prepares Images For Classification,0.808050215,Prepares Images For Classification,0.999027252,Data Preparation For Training,0.952336073,Classify Images Based On Training Data,0.94896096,Training Data Creation,4950
