ancestor_note,sub_note,similarity
PALEOCLIMATE RECONSTRUCTIONS,PALEOCLIMATE,0.712644557
AIR TEMPERATURE RECONSTRUCTION,PALEOCLIMATE RECONSTRUCTIONS,0.78040436
ATMOSPHERIC CIRCULATION RECONSTRUCTION,PALEOCLIMATE RECONSTRUCTIONS,0.78040436
DROUGHT/PRECIPITATION RECONSTRUCTION,PALEOCLIMATE RECONSTRUCTIONS,0.78040436
GROUND WATER RECONSTRUCTION,PALEOCLIMATE RECONSTRUCTIONS,0.78040436
LAKE LEVEL RECONSTRUCTION,PALEOCLIMATE RECONSTRUCTIONS,0.78040436
OCEAN SALINITY RECONSTRUCTION,PALEOCLIMATE RECONSTRUCTIONS,0.78040436
SEA LEVEL RECONSTRUCTION,PALEOCLIMATE RECONSTRUCTIONS,0.78040436
SEA SURFACE TEMPERATURE RECONSTRUCTION,PALEOCLIMATE RECONSTRUCTIONS,0.78040436
SOLAR FORCING/INSOLATION RECONSTRUCTION,PALEOCLIMATE RECONSTRUCTIONS,0.78040436
STREAMFLOW RECONSTRUCTION,PALEOCLIMATE RECONSTRUCTIONS,0.78040436
VEGETATION RECONSTRUCTION,PALEOCLIMATE RECONSTRUCTIONS,0.78040436
PERMAFROST/METHANE RELEASE,PALEOCLIMATE INDICATORS,0.627911022
PLATE TECTONICS,TECTONICS,0.825385302
SPELEOTHEMS,PALEOCLIMATE INDICATORS,0.627911022
VOLCANIC ACTIVITY,TECTONICS,0.836383195
REGIONAL CLIMATE LEVELS,CLIMATE INDICATORS,0.52088662
MACROCLIMATE,REGIONAL CLIMATE LEVELS,0.857113253
MESOCLIMATE,REGIONAL CLIMATE LEVELS,0.857113253
MICROCLIMATE,REGIONAL CLIMATE LEVELS,0.857113253
SUN-EARTH INTERACTIONS,Earth Science,0
SUNSPOT ACTIVITY,SUN-EARTH INTERACTIONS,0.648788594
LENGTH OF THE SOLAR CYCLE,SUNSPOT ACTIVITY,0.875631794
SOLAR FLUX,SUNSPOT ACTIVITY,0.875631794
TERRESTRIAL HYDROSPHERE INDICATORS,CLIMATE INDICATORS,0.551371384
FRESHWATER RUNOFF,TERRESTRIAL HYDROSPHERE INDICATORS,0.819284626
MOUNTAIN SNOW LINE SHIFT,TERRESTRIAL HYDROSPHERE INDICATORS,0.819284626
PERMAFROST MELT,TERRESTRIAL HYDROSPHERE INDICATORS,0.819284626
RIVER/LAKE ICE BREAKUP,TERRESTRIAL HYDROSPHERE INDICATORS,0.819284626
RIVER/LAKE ICE FREEZE,TERRESTRIAL HYDROSPHERE INDICATORS,0.819284626
SNOW COVER DEGRADATION,TERRESTRIAL HYDROSPHERE INDICATORS,0.819284626
CRYOSPHERE,Earth Science,0
FROZEN GROUND,LAND SURFACE,0.547574817
ACTIVE LAYER,FROZEN GROUND,0.793839469
CRYOSOLS,FROZEN GROUND,0.793839469
GROUND ICE,FROZEN GROUND,0.793839469
PERIGLACIAL PROCESSES,GLACIAL PROCESSES,0.762672918
PERMAFROST TEMPERATURE,PERMAFROST,0.934542359
ROCK GLACIERS,GLACIAL LANDFORMS,0.74096614
SEASONALLY FROZEN GROUND,FROZEN GROUND,0.793839469
TALIK,FROZEN GROUND,0.793839469
GLACIERS/ICE SHEETS,TERRESTRIAL HYDROSPHERE,0.662323828
ABLATION ZONES/ACCUMULATION ZONES,GLACIERS/ICE SHEETS,0.723149005
AGE AT ICE-THICKNESS-NORMALIZED DEPTHS,GLACIERS/ICE SHEETS,0.723149005
AGE OF INTERNAL REFLECTIONS,GLACIERS/ICE SHEETS,0.723149005
BASAL SHEAR STRESS,GLACIERS/ICE SHEETS,0.723149005
BASINS,GLACIERS/ICE SHEETS,0.723149005
COASTLINE,GLACIERS/ICE SHEETS,0.723149005
DEPTHS AT SPECIFIC AGES,GLACIERS/ICE SHEETS,0.723149005
FIRN,GLACIERS/ICE SHEETS,0.723149005
FIRN AIR CONTENT,FIRN,0.934542359
SNOW GRAIN SIZE,FIRN,0.934542359
GEOMETRY OF INTERNAL REFLECTIONS,GLACIERS/ICE SHEETS,0.723149005
GLACIER THICKNESS/ICE SHEET THICKNESS,GLACIERS/ICE SHEETS,0.723149005
GLACIER TOPOGRAPHY/ICE SHEET TOPOGRAPHY,GLACIERS/ICE SHEETS,0.723149005
GLACIERS,GLACIERS/ICE SHEETS,0.845407562
DEBRIS THICKNESS,GLACIERS,0.808419016
GLACIAL LAKE EXTENT,GLACIERS,0.808419016
GLACIER ABLATION,GLACIERS,0.808419016
GLACIER ACCUMULATION,GLACIERS,0.808419016
GLACIER AREA,GLACIERS,0.808419016
GLACIER EXTENT,GLACIERS,0.808419016
GLACIER MASS,GLACIERS,0.808419016
GLACIER MELT,GLACIERS,0.808419016
GLACIER REFREEZE,GLACIERS,0.808419016
GLACIER RUNOFF,GLACIERS,0.808419016
GLACIER TERMINUS,GLACIERS,0.808419016
GROUNDING LINE,GLACIERS,0.808419016
SUB-DEBRIS MELT ENHANCEMENT,GLACIERS,0.808419016
ICE SHEETS,GLACIERS/ICE SHEETS,0.723149005
ICE SHEET MEASUREMENTS,ICE SHEETS,0.934542359
RIFTS,ICE SHEET MEASUREMENTS,0.952202293
SURFACE MORPHOLOGY,ICE SHEETS,0.934542359
ICE SHELVES,GLACIERS/ICE SHEETS,0.723149005
ICEBERGS,GLACIERS/ICE SHEETS,0.723149005
LAND ICE/OCEAN CLASSIFICATION,CRYOSPHERE,0.543190896
SEA ICE,OCEANS,0.6272187
FREEBOARD,SEA ICE,0.700064891
LONGWAVE HEAT FLUX,HEAT FLUX,0.934542359
SENSIBLE HEAT FLUX,HEAT FLUX,0.934542359
SHORTWAVE HEAT FLUX,HEAT FLUX,0.934542359
ICE DEFORMATION,SEA ICE,0.700064891
ICE DRAFT,SEA ICE,0.700064891
ICE ROUGHNESS,SEA ICE,0.700064891
ICE TEMPERATURE,SEA ICE,0.700064891
ICE TYPES,SEA ICE,0.700064891
LEADS,SEA ICE,0.700064891
PACK ICE,SEA ICE,0.700064891
POLYNYAS,SEA ICE,0.700064891
SEA ICE AGE,SEA ICE,0.700064891
ICE FRACTION,SEA ICE CONCENTRATION,0.934542359
SEA ICE DYNAMICS,SEA ICE,0.700064891
SEA ICE MASS BALANCE,SEA ICE,0.700064891
SEA ICE MOTION,SEA ICE,0.724192966
SEA ICE STRAIN RATES,SEA ICE,0.700064891
SEA ICE STRENGTH,SEA ICE,0.700064891
SEA ICE STRESS,SEA ICE,0.700064891
SEA ICE VOLUME BUDGET,SEA ICE,0.769533195
DIFFUSION,OCEAN SALINITY BUDGET,0.854904945
FLOODING,COASTAL PROCESSES,0.758711478
SEA ICE/OCEAN CLASSIFICATION,SEA ICE,0.700064891
SNOW/ICE,TERRESTRIAL HYDROSPHERE,0.668410216
FREEZE/THAW,SNOW/ICE,0.716832502
TRANSITION DIRECTION,FREEZE/THAW,0.934542359
FROST,SNOW/ICE,0.716832502
ICE MELANGE,SNOW/ICE,0.716832502
ICE MELANGE VELOCITY,ICE MELANGE,0.934542359
ICE MOTION,SNOW/ICE,0.716832502
ICE SURFACE TEMPERAT,SNOW/ICE,0.716832502
ICE VELOCITY,SNOW/ICE,0.716832502
LAKE ICE,SNOW/ICE,0.716832502
BIDIRECTIONAL REFLECTANCE DISTRIBUTION FUNCTION,REFLECTANCE,0.934542359
BIDIRECTIONAL REFLECTANCE FACTOR,REFLECTANCE,0.934542359
RIVER ICE,SNOW/ICE,0.716832502
SNOW CLASSIFICATION,SNOW/ICE,0.716832502
SNOW DENSITY,SNOW/ICE,0.716832502
SNOW FACIES,SNOW/ICE,0.716832502
SNOW MICROSTRUCTURE,SNOW/ICE,0.716832502
SPECIFIC SURFACE AREA,SNOW MICROSTRUCTURE,0.934542359
SNOW STRATIGRAPHY,SNOW/ICE,0.716832502
SNOW VOLUME BUDGET,SNOW/ICE,0.786957399
SNOW/ICE CHEMISTRY,SNOW/ICE,0.716832502
SNOW/ICE TEMPERATURE,SNOW/ICE,0.716832502
SURFACE MELT,SNOW/ICE,0.716832502
WHITEOUT,SNOW/ICE,0.716832502
HUMAN DIMENSIONS,Earth Science,0
BOUNDARIES,HUMAN DIMENSIONS,0.57629858
ADMINISTRATIVE DIVISIONS,BOUNDARIES,0.842323637
BOUNDARY SURVEYS,BOUNDARIES,0.842323637
POLITICAL DIVISIONS,BOUNDARIES,0.868080555
COUNTRY BOUNDARIES,POLITICAL DIVISIONS,0.908396025
STATE BOUNDARIES,POLITICAL DIVISIONS,0.908396025
ECONOMIC RESOURCES,HUMAN DIMENSIONS,0.663063928
AGRICULTURE PRODUCTION,ECONOMIC RESOURCES,0.745175622
MONOCULTURE,AGRICULTURE PRODUCTION,0.934542359
AQUACULTURE PRODUCTION,ECONOMIC RESOURCES,0.745175622
ENERGY PRODUCTION/USE,ECONOMIC RESOURCES,0.886923461
BIOMASS ENERGY PRODUCTION/USE,ENERGY PRODUCTION/USE,0.790589579
COAL PRODUCTION/USE,ENERGY PRODUCTION/USE,0.790589579
GEOTHERMAL ENERGY PRODUCTION/USE,ENERGY PRODUCTION/USE,0.790589579
HYDROELECTRIC ENERGY PRODUCTION/USE,ENERGY PRODUCTION/USE,0.790589579
HYDROGEN PRODUCTION/USE,ENERGY PRODUCTION/USE,0.790589579
METHANE PRODUCTION/USE,ENERGY PRODUCTION/USE,0.790589579
NATURAL GAS PRODUCTION/USE,ENERGY PRODUCTION/USE,0.790589579
NUCLEAR ENERGY PRODUCTION/USE,ENERGY PRODUCTION/USE,0.790589579
OIL PRODUCTION/USE,ENERGY PRODUCTION/USE,0.790589579
PETROLEUM PRODUCTION/USE,ENERGY PRODUCTION/USE,0.790589579
SOLAR ENERGY PRODUCTION/USE,ENERGY PRODUCTION/USE,0.790589579
TIDAL ENERGY PRODUCTION/USE,ENERGY PRODUCTION/USE,0.790589579
WAVE ENERGY PRODUCTION/USE,ENERGY PRODUCTION/USE,0.790589579
WIND ENERGY PRODUCTION/USE,ENERGY PRODUCTION/USE,0.790589579
MARICULTURE PRODUCTION,ECONOMIC RESOURCES,0.745175622
TOURISM,ECONOMIC RESOURCES,0.745175622
ECOTOURISM,TOURISM,0.934542359
ENVIRONMENTAL GOVERNANCE/MANAGEMENT,HUMAN DIMENSIONS,0.650457665
CARBON CAPTURE AND STORAGE,ENVIRONMENTAL GOVERNANCE/MANAGEMENT,0.758585724
CARBON FOOTPRINT,ENVIRONMENTAL GOVERNANCE/MANAGEMENT,0.758585724
ENVIRONMENTAL ASSESSMENTS,ENVIRONMENTAL GOVERNANCE/MANAGEMENT,0.758585724
ENVIRONMENTAL REGULATIONS,ENVIRONMENTAL GOVERNANCE/MANAGEMENT,0.758585724
FIRE MANAGEMENT,ENVIRONMENTAL GOVERNANCE/MANAGEMENT,0.758585724
GEOENGINEERING,ENVIRONMENTAL GOVERNANCE/MANAGEMENT,0.783515064
CARBON DIOXIDE REMOVAL,GEOENGINEERING,0.908396025
SOLAR RADIATION MANAGEMENT,GEOENGINEERING,0.908396025
LAND MANAGEMENT,ENVIRONMENTAL GOVERNANCE/MANAGEMENT,0.802220118
LAND TENURE,LAND MANAGEMENT,0.88905287
LAND USE CLASSES,LAND USE/LAND COVER,0.809885237
LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER,0.809885237
TREATY AGREEMENTS/RESULTS,ENVIRONMENTAL GOVERNANCE/MANAGEMENT,0.758585724
WATER MANAGEMENT,ENVIRONMENTAL GOVERNANCE/MANAGEMENT,0.817355528
GROUNDWATER MANAGEMENT,WATER MANAGEMENT,0.873570489
STORMWATER MANAGEMENT,WATER MANAGEMENT,0.873570489
WASTEWATER MANAGEMENT,WATER MANAGEMENT,0.873570489
WATER STORAGE,INFRASTRUCTURE,0.80146929
ENVIRONMENTAL IMPACTS,HUMAN DIMENSIONS,0.677665221
ACID DEPOSITION,ENVIRONMENTAL IMPACTS,0.729922657
AGRICULTURAL EXPANSION,ENVIRONMENTAL IMPACTS,0.729922657
BIOCHEMICAL RELEASE,ENVIRONMENTAL IMPACTS,0.729922657
BIOMASS BURNING,ENVIRONMENTAL IMPACTS,0.729922657
CHEMICAL SPILLS,ENVIRONMENTAL IMPACTS,0.729922657
CIVIL DISTURBANCE,ENVIRONMENTAL IMPACTS,0.729922657
CONSERVATION,SOCIAL BEHAVIOR,0.793839469
CONTAMINANT LEVELS/SPILLS,ENVIRONMENTAL IMPACTS,0.729922657
ELECTRIC/MAGNETIC FIELD EXPOSURE,ENVIRONMENTAL IMPACTS,0.729922657
FOSSIL FUEL BURNING,ENVIRONMENTAL IMPACTS,0.729922657
GAS EXPLOSIONS/LEAKS,ENVIRONMENTAL IMPACTS,0.729922657
GAS FLARING,ENVIRONMENTAL IMPACTS,0.729922657
HEAVY METALS CONCENTRATION,ENVIRONMENTAL IMPACTS,0.729922657
INDUSTRIAL EMISSIONS,ENVIRONMENTAL IMPACTS,0.729922657
MARINE DEBRIS REMOVAL,ENVIRONMENTAL IMPACTS,0.729922657
MECHANICAL DISTURBANCE,ENVIRONMENTAL IMPACTS,0.729922657
MINE DRAINAGE,ENVIRONMENTAL IMPACTS,0.729922657
NUCLEAR RADIATION EXPOSURE,ENVIRONMENTAL IMPACTS,0.729922657
OIL SPILLS,ENVIRONMENTAL IMPACTS,0.729922657
PRESCRIBED BURNS/FIRES,ENVIRONMENTAL IMPACTS,0.729922657
SEWAGE DISPOSAL,ENVIRONMENTAL IMPACTS,0.729922657
WATER RESOURCES,ENVIRONMENTAL IMPACTS,0.729922657
GLOBAL CHANGE RESPONSES,HUMAN DIMENSIONS,0.563963425
CLIMATE ADAPTATION,GLOBAL CHANGE RESPONSES,0.857113253
CLIMATE MITIGATION,GLOBAL CHANGE RESPONSES,0.857113253
SCENARIO PLANNING,GLOBAL CHANGE RESPONSES,0.857113253
HABITAT CONVERSION/FRAGMENTATION,HUMAN DIMENSIONS,0.611531433
DEFORESTATION,HABITAT CONVERSION/FRAGMENTATION,0.80146929
DESERTIFICATION,HABITAT CONVERSION/FRAGMENTATION,0.80146929
ECOLOGICAL CORRIDORS,HABITAT CONVERSION/FRAGMENTATION,0.80146929
EUTROPHICATION,WATER CHARACTERISTICS,0.758711478
REFORESTATION/REVEGETATION,HABITAT CONVERSION/FRAGMENTATION,0.80146929
URBANIZATION/URBAN SPRAWL,HABITAT CONVERSION/FRAGMENTATION,0.80146929
HUMAN SETTLEMENTS,HUMAN DIMENSIONS,0.586784977
ARCHAEOLOGICAL AREAS,HUMAN SETTLEMENTS,0.829952463
COASTAL AREAS,HUMAN SETTLEMENTS,0.829952463
RURAL AREAS,HUMAN SETTLEMENTS,0.829952463
TRIBAL LANDS,HUMAN SETTLEMENTS,0.829952463
URBAN AREAS,HUMAN SETTLEMENTS,0.829952463
INFRASTRUCTURE,HUMAN DIMENSIONS,0.611531433
BUILDINGS,INFRASTRUCTURE,0.80146929
COMMUNICATIONS,INFRASTRUCTURE,0.80146929
CULTURAL FEATURES,INFRASTRUCTURE,0.80146929
ELECTRICITY,INFRASTRUCTURE,0.80146929
GREEN INFRASTRUCTURE,INFRASTRUCTURE,0.80146929
PIPELINES,INFRASTRUCTURE,0.80146929
TRANSPORTATION,INFRASTRUCTURE,0.80146929
NATURAL HAZARDS,HUMAN DIMENSIONS,0.674210908
BIOLOGICAL HAZARDS,NATURAL HAZARDS,0.733504487
EARTHQUAKES,TECTONICS,0.761821457
FAMINE,NATURAL HAZARDS,0.733504487
FLOODS,SURFACE WATER PROCESSES/MEASUREMENTS,0.776542453
HEAT,NATURAL HAZARDS,0.733504487
LAND SUBSIDENCE,GROUND WATER PROCESSES/MEASUREMENTS,0.784114204
SEVERE STORMS,NATURAL HAZARDS,0.733504487
CYCLONES,TROPICAL CYCLONES,0.860596437
HURRICANES,TROPICAL CYCLONES,0.860596437
SEVERE CYCLONIC STORMS,TROPICAL CYCLONES,0.860596437
SEVERE TROPICAL CYCLONES,TROPICAL CYCLONES,0.860596437
TYPHOONS,TROPICAL CYCLONES,0.860596437
TSUNAMIS,OCEAN WAVES,0.716832502
VOLCANIC ERUPTIONS,NATURAL HAZARDS,0.733504487
WILDFIRES,NATURAL HAZARDS,0.758112937
BURNED AREA,WILDFIRES,0.908396025
WILDFIRE SUPPRESSION,WILDFIRES,0.908396025
POPULATION,HUMAN DIMENSIONS,0.611531433
MORTALITY,POPULATION,0.826869231
INFANT MORTALITY RATES,MORTALITY,0.908396025
MORTALITY RATES,MORTALITY,0.908396025
NATALITY,POPULATION,0.80146929
NATALITY RATES,NATALITY,0.934542359
POPULATION DENSITY,POPULATION,0.80146929
POPULATION DISTRIBUTION,POPULATION,0.80146929
POPULATION ESTIMATES,POPULATION,0.80146929
POPULATION SIZE,POPULATION,0.80146929
VULNERABLE POPULATIONS,POPULATION,0.80146929
PUBLIC HEALTH,HUMAN DIMENSIONS,0.654849758
DISEASES/EPIDEMICS,PUBLIC HEALTH,0.812531872
EPIDEMIOLOGY,DISEASES/EPIDEMICS,0.873570489
TELE-EPIDEMIOLOGY,EPIDEMIOLOGY,0.952202293
FOODBORNE DISEASES,DISEASES/EPIDEMICS,0.873570489
VECTOR-BORN DISEASES,DISEASES/EPIDEMICS,0.873570489
WATERBORNE DISEASES,DISEASES/EPIDEMICS,0.873570489
ENVIRONMENTAL HEALTH FACTORS,PUBLIC HEALTH,0.836424279
AEROALLERGENS,ENVIRONMENTAL HEALTH FACTORS,0.849391573
PARTICULATE MATTER CONCENTRATIONS,ENVIRONMENTAL HEALTH FACTORS,0.849391573
Urban Heat Island,ENVIRONMENTAL HEALTH FACTORS,0.849391573
FOOD SECURITY,PUBLIC HEALTH,0.753887809
MALNUTRITION,PUBLIC HEALTH,0.753887809
MALNUTRITION RATES,MALNUTRITION,0.934542359
MENTAL HEALTH IMPACTS,PUBLIC HEALTH,0.753887809
MORBIDITY,PUBLIC HEALTH,0.753887809
MORBIDITY RATES,MORBIDITY,0.934542359
RADIATION EXPOSURE,PUBLIC HEALTH,0.753887809
WATER TREATMENT DISRUPTION,PUBLIC HEALTH,0.753887809
SOCIAL BEHAVIOR,HUMAN DIMENSIONS,0.618307267
CONSUMER BEHAVIOR,SOCIAL BEHAVIOR,0.793839469
DISASTER RESPONSE,SOCIAL BEHAVIOR,0.793839469
ENVIRONMENTAL JUSTICE,SOCIAL BEHAVIOR,0.793839469
HAZARD MITIGATION/PLANNING,SOCIAL BEHAVIOR,0.793839469
PRESERVATION,SOCIAL BEHAVIOR,0.793839469
RECREATIONAL ACTIVITIES/AREAS,SOCIAL BEHAVIOR,0.793839469
RECYCLING,SOCIAL BEHAVIOR,0.793839469
VULNERABILITY LEVELS/INDEX,SOCIAL BEHAVIOR,0.793839469
SOCIOECONOMICS,HUMAN DIMENSIONS,0.57629858
HOUSEHOLD INCOME,SOCIOECONOMICS,0.842323637
INDUSTRIALIZATION,SOCIOECONOMICS,0.842323637
POVERTY LEVELS,SOCIOECONOMICS,0.842323637
PURCHASING POWER,SOCIOECONOMICS,0.842323637
SUSTAINABILITY,HUMAN DIMENSIONS,0.548818938
ENVIRONMENTAL SUSTAINABILITY,SUSTAINABILITY,0.875631794
SUSTAINABLE DEVELOPMENT,SUSTAINABILITY,0.875631794
LAND SURFACE,Earth Science,0
EROSION/SEDIMENTATION,LAND SURFACE,0.563930887
DEGRADATION,GLACIAL PROCESSES,0.762672918
ENTRAINMENT,GLACIAL PROCESSES,0.762672918
SEDIMENT CHEMISTRY,SEDIMENTATION,0.925499031
SEDIMENT COMPOSITION,SEDIMENTATION,0.925499031
SEDIMENT TRANSPORT,GLACIAL PROCESSES,0.762672918
SUSPENDED SOLIDS,SOLIDS,0.88905287
WEATHERING,KARST PROCESSES,0.860596437
GEOMORPHIC LANDFORMS/PROCESSES,SOLID EARTH,0.774819889
AEOLIAN LANDFORMS,GEOMORPHIC LANDFORMS/PROCESSES,0.60164495
CRESCENTIC (BARCHAN/TRANSVERSE) DUNE,DUNES,0.876553714
DOME DUNE,DUNES,0.876553714
LONGITUDINAL/LINEAR DUNE,DUNES,0.876553714
PARABOLIC DUNE,DUNES,0.876553714
STAR DUNE,DUNES,0.876553714
RIPPLES,AEOLIAN LANDFORMS,0.849391573
AEOLIAN PROCESSES,GEOMORPHIC LANDFORMS/PROCESSES,0.63774661
ABRASION,GLACIAL PROCESSES,0.762672918
VENTIFACTS,ABRASION,0.952202293
YARDANGS,ABRASION,0.952202293
DEFLATION,AEOLIAN PROCESSES,0.808419016
SALTATION,FLUVIAL PROCESSES,0.790589579
MONADNOCK,SEDIMENT TRANSPORT,0.952202293
COASTAL LANDFORMS,GEOMORPHIC LANDFORMS/PROCESSES,0.72402847
BARRIER ISLANDS,COASTAL LANDFORMS,0.717737354
CORAL REEFS,COASTAL LANDFORMS,0.819468577
APRON REEF,CORAL REEFS,0.845798846
ATOLL REEF,CORAL REEFS,0.845798846
BANK REEF,CORAL REEFS,0.845798846
BARRIER REEF,CORAL REEFS,0.845798846
FRINGING REEF,CORAL REEFS,0.845798846
PATCH REEF,CORAL REEFS,0.845798846
RIBBON REEF,CORAL REEFS,0.845798846
TABLE REEF,CORAL REEFS,0.845798846
CUSPATE FORELANDS,COASTAL LANDFORMS,0.717737354
DELTAS,FLUVIAL LANDFORMS,0.737761717
CRESCENTIC (BARCHAN/TRANSVERSE),DUNES,0.876553714
ESTUARIES,COASTAL LANDFORMS,0.717737354
FJORDS,GLACIAL LANDFORMS,0.74096614
HEADLANDS/BAYS/CAPE,COASTAL LANDFORMS,0.717737354
INLETS,COASTAL LANDFORMS,0.717737354
ISTHMUS,COASTAL LANDFORMS,0.717737354
LAGOONS,COASTAL LANDFORMS,0.717737354
RIA,COASTAL LANDFORMS,0.717737354
SEA ARCHES,COASTAL LANDFORMS,0.717737354
SEA CAVES,COASTAL LANDFORMS,0.717737354
SEA CLIFFS,COASTAL LANDFORMS,0.717737354
SHOALS,COASTAL LANDFORMS,0.717737354
SHORELINES,COASTAL LANDFORMS,0.717737354
SOUNDS,COASTAL LANDFORMS,0.717737354
SPITS AND BARS,COASTAL LANDFORMS,0.717737354
TOMBOLOS,COASTAL LANDFORMS,0.717737354
WAVE-CUT NOTCH/PLATFORMS,COASTAL LANDFORMS,0.717737354
COASTAL PROCESSES,GEOMORPHIC LANDFORMS/PROCESSES,0.683895429
ATTRITION/WEATHERING,COASTAL PROCESSES,0.758711478
CHEMICAL SOLUTION,COASTAL PROCESSES,0.758711478
HYDRAULIC ACTION,FLUVIAL PROCESSES,0.790589579
SEA LEVEL CHANGES,COASTAL PROCESSES,0.758711478
SUBMERGENCE,COASTAL PROCESSES,0.758711478
SUBSIDENCE,COASTAL PROCESSES,0.758711478
SUSPENSION,FLUVIAL PROCESSES,0.790589579
WAVE BREAKING,COASTAL PROCESSES,0.758711478
WAVE DIFFRACTION,COASTAL PROCESSES,0.758711478
WAVE EROSION,COASTAL PROCESSES,0.758711478
WAVE REFRACTION,COASTAL PROCESSES,0.758711478
WAVE SHOALING,COASTAL PROCESSES,0.758711478
FLUVIAL LANDFORMS,GEOMORPHIC LANDFORMS/PROCESSES,0.70416891
AIT,FLUVIAL LANDFORMS,0.737761717
BAR,FLUVIAL LANDFORMS,0.737761717
BAYOU,FLUVIAL LANDFORMS,0.737761717
CANYON,FLUVIAL LANDFORMS,0.737761717
CONFLUENCE,FLUVIAL LANDFORMS,0.737761717
CUTBANK,FLUVIAL LANDFORMS,0.737761717
ENDORHEIC BASIN,FLUVIAL LANDFORMS,0.737761717
FLOOD PLAIN,FLUVIAL LANDFORMS,0.737761717
GULLY,FLUVIAL LANDFORMS,0.737761717
ISLAND,FLUVIAL LANDFORMS,0.737761717
LACUSTRINE PLAIN,FLUVIAL LANDFORMS,0.737761717
MARSH,FLUVIAL LANDFORMS,0.737761717
MEANDER,FLUVIAL LANDFORMS,0.737761717
OX-BOW LAKE,FLUVIAL LANDFORMS,0.737761717
PINGO,FLUVIAL LANDFORMS,0.737761717
POINT BAR,FLUVIAL LANDFORMS,0.737761717
POND,FLUVIAL LANDFORMS,0.737761717
RIFFLE,FLUVIAL LANDFORMS,0.737761717
RIVER,FLUVIAL LANDFORMS,0.737761717
SPRING,FLUVIAL LANDFORMS,0.737761717
STREAM,FLUVIAL LANDFORMS,0.737761717
STREAM TERRACE,FLUVIAL LANDFORMS,0.737761717
SWAMP,FLUVIAL LANDFORMS,0.737761717
VALLEY,FLUVIAL LANDFORMS,0.737761717
V SHAPED VALLEY,VALLEY,0.952202293
WATERFALL,FLUVIAL LANDFORMS,0.737761717
WATERSHED/DRAINAGE BASIN,FLUVIAL LANDFORMS,0.737761717
FLUVIAL PROCESSES,GEOMORPHIC LANDFORMS/PROCESSES,0.653993058
ATTRITION,FLUVIAL PROCESSES,0.790589579
DOWNCUTTING,FLUVIAL PROCESSES,0.790589579
SEDIMENTARY STRUCTURES,MARINE SEDIMENTS,0.749425815
SEDIMENTARY TEXTURES,MARINE SEDIMENTS,0.749425815
GLACIAL LANDFORMS,GEOMORPHIC LANDFORMS/PROCESSES,0.701035014
ARETES,GLACIAL LANDFORMS,0.74096614
CIRQUES/COMBES,GLACIAL LANDFORMS,0.74096614
CREVASSES,GLACIAL LANDFORMS,0.785066712
LONGITUDINAL CREVASSES,CREVASSES,0.905712131
MARGINAL CREVASSES,CREVASSES,0.905712131
TRANSVERSE CREVASSES,CREVASSES,0.905712131
DRUMLINS,GLACIAL LANDFORMS,0.74096614
ESKERS,GLACIAL LANDFORMS,0.74096614
GLACIAL HORNS,GLACIAL LANDFORMS,0.74096614
GLACIER STRIATIONS/GROOVES,GLACIAL LANDFORMS,0.74096614
GLACIER/HANGING/U-SHAPED VALLEYS,GLACIAL LANDFORMS,0.74096614
GLACIER/ICE CAVES,GLACIAL LANDFORMS,0.74096614
ICE-DAMMED LAKES,GLACIAL LANDFORMS,0.74096614
KAME DELTA,GLACIAL LANDFORMS,0.74096614
KAMES,GLACIAL LANDFORMS,0.74096614
KETTLE HOLES,GLACIAL LANDFORMS,0.74096614
MORAINES,GLACIAL LANDFORMS,0.813385205
LATERAL MORAINE,MORAINES,0.876553714
MEDIAL MORAINE,MORAINES,0.876553714
RECESSIONAL MORAINE,MORAINES,0.876553714
RIBBED/ROGAN MORAINE,MORAINES,0.876553714
TERMINAL MORAINE,MORAINES,0.876553714
NUNATAKS,GLACIAL LANDFORMS,0.74096614
OUTWASH FANS/PLAINS,GLACIAL LANDFORMS,0.74096614
ROCHE MOUTONNEES/SHEEPBACK,GLACIAL LANDFORMS,0.74096614
TILL PLAINS,GLACIAL LANDFORMS,0.74096614
GLACIAL PROCESSES,GEOMORPHIC LANDFORMS/PROCESSES,0.680118257
ABLATION,GLACIAL PROCESSES,0.762672918
CRUST REBOUND,GLACIAL PROCESSES,0.762672918
DUMPING,GLACIAL PROCESSES,0.762672918
FIRN FORMATION,GLACIAL PROCESSES,0.762672918
BASAL ICE FREEZING,FREEZE/THAW,0.934542359
GLACIAL DISPLACEMENT,GLACIAL PROCESSES,0.762672918
GLACIAL DRIFT,GLACIAL PROCESSES,0.762672918
GLACIAL GROWTH,GLACIAL PROCESSES,0.762672918
GLACIAL STRIATION,GLACIAL PROCESSES,0.762672918
GLACIER CRUST SUBSIDENCE,GLACIAL PROCESSES,0.762672918
PLUCKING,GLACIAL PROCESSES,0.762672918
SCOURING,GLACIAL PROCESSES,0.762672918
KARST LANDFORMS,GEOMORPHIC LANDFORMS/PROCESSES,0.592059687
CAVES,KARST LANDFORMS,0.860596437
COCKPIT/TOWER KARST,KARST LANDFORMS,0.860596437
KARST VALLEY,KARST LANDFORMS,0.860596437
SINKHOLES (DOLINES),KARST LANDFORMS,0.860596437
UVALA,KARST LANDFORMS,0.860596437
KARST PROCESSES,GEOMORPHIC LANDFORMS/PROCESSES,0.592059687
