Script_ID,Head_Entity_update,Tail_Entity_update
script_187895.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Filter Image Collection By Date
script_187895.txt,USGS Landsat 4 TM Collection 2 Tier 1 Raw Scenes,Filter Image Collection By Date
script_187895.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Cloud Masking
script_187895.txt,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Cloud Masking
script_187895.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Image Cloud Masking
script_187895.txt,USGS Landsat 4 TM Collection 2 Tier 1 Raw Scenes,Image Cloud Masking
script_187895.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Rename Image Bands
script_187895.txt,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Rename Image Bands
script_187895.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Rename Image Bands
script_187895.txt,USGS Landsat 4 TM Collection 2 Tier 1 Raw Scenes,Rename Image Bands
script_187895.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Export Processed Data To Google Drive
script_187895.txt,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Export Processed Data To Google Drive
script_187895.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Export Processed Data To Google Drive
script_187895.txt,USGS Landsat 4 TM Collection 2 Tier 1 Raw Scenes,Export Processed Data To Google Drive
script_188011.txt,projects/ee-kimiachenaary/assets/,Filter Image Collection By Date And Boundaries
script_188011.txt,projects/ee-kimiachenaary/assets/,Calculates Median Of Image Collection
script_188011.txt,projects/ee-kimiachenaary/assets/,Generate Time Series Charts
script_188011.txt,projects/ee-kimiachenaary/assets/,Compute Minimum Values
script_188011.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Date And Boundaries
script_188011.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Reduction Of Image Regions
script_188011.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Cloud And Water Masking
script_188011.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Calculates Median Of Image Collection
script_188011.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Generate Time Series Charts
script_188030.txt,projects/ee-kimiachenaary/assets/,Clip Images To A Specific Region
script_188030.txt,projects/ee-kimiachenaary/assets/,Generate Time Series Charts
script_188030.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Compute Median Of NDVI
script_188030.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Generate Time Series Charts
script_188030.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Export Results
script_188052.txt,projects/ee-kimmmydanny/assets/,Detect Water
script_188052.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Add NDWI Band To Images
script_188068.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Export Flood Extent
script_188073.txt,users/kimyrae1/,Clip Images To A Specific Region
script_188073.txt,users/kimyrae1/,Image Differencing
script_188073.txt,users/kimyrae1/,Export Raster Data
script_188073.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Clip Images To A Specific Region
script_188073.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Image Differencing
script_188073.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Export Flood Extent
script_188073.txt,"GHSL: Global Human Settlement Layers, Built-Up Grid 1975-1990-2000-2015 (P2016)",Export Raster Data
script_188116.txt,users/EL/,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover
script_188116.txt,users/EL/,Spectral Index Computation
script_188116.txt,users/EL/,Mosaic Landsat Images
script_188147.txt,users/kindgard/,Shadow Detection
script_188147.txt,users/kindgard/,Create RGB Composite Image
script_188147.txt,users/kindgard/,Clip Images To A Specific Region
script_188147.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Date
script_188147.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Cloud Coverage
script_188147.txt,"Landsat Global Land Survey 2005, Landsat 7 scenes",Filter Image Collection By Date
script_188147.txt,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Filter Image Collection By Date
script_188147.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date
script_188147.txt,"Landsat Global Land Survey 2005, Landsat 7 scenes",Filter Image Collection By Cloud Coverage
script_188147.txt,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Filter Image Collection By Cloud Coverage
script_188147.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Cloud Coverage
script_188163.txt,"Landsat Global Land Survey 2005, Landsat 7 scenes",Filter Image Collection By Date
script_188163.txt,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Filter Image Collection By Date
script_188163.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date
script_188163.txt,"Landsat Global Land Survey 2005, Landsat 7 scenes",Filter Image Collection By Cloud Coverage
script_188163.txt,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Filter Image Collection By Cloud Coverage
script_188163.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Cloud Coverage
script_188163.txt,"Landsat Global Land Survey 2005, Landsat 7 scenes",Spectral Index Computation
script_188163.txt,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Spectral Index Computation
script_188163.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Spectral Index Computation
script_188163.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Date
script_188182.txt,users/kindgard/Asia/,Image Mosaicking
script_188190.txt,users/ValeriaContessa/,Clip Images To A Specific Region
script_188190.txt,users/ValeriaContessa/,Visualize True Color Images
script_188190.txt,users/kindgard/Asia/,Image Mosaicking
script_188190.txt,users/kindgard/,Image Mosaicking
script_188190.txt,users/kindgard/Asia/,Clip Images To A Specific Region
script_188190.txt,users/kindgard/,Clip Images To A Specific Region
script_188190.txt,users/kindgard/,Visualize True Color Images
script_188190.txt,Hansen Global Forest Change v1.10 (2000-2022),Clip Images To A Specific Region
script_188200.txt,users/kindgard/,Add NDWI Band To Images
script_188211.txt,users/hifengxu/,Calculate Normalized Difference And Other Indices
script_188211.txt,users/hifengxu/,Export Processed Images To Drive
script_188211.txt,"USGS Landsat 5 Level 2, Collection 2, Tier 1",Calculate Normalized Difference And Other Indices
script_188211.txt,"USGS Landsat 7 Level 2, Collection 2, Tier 1",Calculate Normalized Difference And Other Indices
script_188211.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Calculate Normalized Difference And Other Indices
script_188211.txt,"USGS Landsat 5 Level 2, Collection 2, Tier 1",Water Indices/Index Calculation
script_188211.txt,"USGS Landsat 7 Level 2, Collection 2, Tier 1",Water Indices/Index Calculation
script_188211.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Water Indices/Index Calculation
script_188397.txt,MCD64A1.061 MODIS Burned Area Monthly Global 500m,Filter Image Collection By Date
script_188400.txt,Sentinel-5P NRTI NO2: Near Real-Time Nitrogen Dioxide,Clip Images To A Specific Region
script_188412.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Compute Median Of NDVI
script_188412.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Chlorophyll-a Calculation
script_188413.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Visualize True Color Images
script_188413.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Export Processed Images To Drive
script_188414.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Visualize True Color Images
script_188414.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date
script_188414.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Chlorophyll-a Calculation
script_188414.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Export Processed Images To Drive
script_188419.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Cloud Coverage
script_188419.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Compute Median Of NDVI
script_188419.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Export Processed Images To Drive
script_188454.txt,Sentinel-2: Cloud Probability,Filter Image Collection By Date
script_188454.txt,Sentinel-2: Cloud Probability,Clip Images To A Specific Region
script_188454.txt,Sentinel-2: Cloud Probability,Calculates Median Of Image Collection
script_188455.txt,Sentinel-2: Cloud Probability,Calculates Median Of Image Collection
script_188455.txt,Sentinel-2: Cloud Probability,Image Cloud Masking
script_188455.txt,Sentinel-2: Cloud Probability,Computes Percentage Of Cloud Cover
script_188458.txt,users/kitmyfaceplease2/,Clip Images To A Specific Region
script_188458.txt,Sentinel-2: Cloud Probability,Calculates Median Of Image Collection
script_188458.txt,Sentinel-2: Cloud Probability,Image Cloud Masking
script_188465.txt,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter Image Collection By Date And Region
script_188465.txt,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Generate Time Series Charts
script_188465.txt,Sentinel-2: Cloud Probability,Filter Image Collection By Date And Region
script_188502.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Filter Image Collection By Cloud Coverage
script_188502.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Clip Images To A Specific Region
script_188502.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Generate Time Series Charts
script_188506.txt,Sentinel-2: Cloud Probability,Correlation Analysis
script_188509.txt,Sentinel-2: Cloud Probability,Filter Image Collection By Date
script_188509.txt,Sentinel-2: Cloud Probability,Calculates Median Of Image Collection
script_188509.txt,Sentinel-2: Cloud Probability,Image Cloud Masking
script_188509.txt,CHIRPS Pentad: Climate Hazards Group InfraRed Precipitation With Station Data (Version 2.0 Final),Filter Image Collection By Date
script_188509.txt,CHIRPS Pentad: Climate Hazards Group InfraRed Precipitation With Station Data (Version 2.0 Final),Clip Images To A Specific Region
script_188511.txt,CHIRPS Pentad: Climate Hazards Group InfraRed Precipitation With Station Data (Version 2.0 Final),Filter Image Collection By Date
script_188511.txt,CHIRPS Pentad: Climate Hazards Group InfraRed Precipitation With Station Data (Version 2.0 Final),Cross-correlation Calculation
script_188511.txt,CHIRPS Pentad: Climate Hazards Group InfraRed Precipitation With Station Data (Version 2.0 Final),Export Processed Images To Drive
script_188511.txt,Sentinel-2: Cloud Probability,Filter Image Collection By Date
script_188511.txt,Sentinel-2: Cloud Probability,Calculates Median Of Image Collection
script_188511.txt,Sentinel-2: Cloud Probability,Image Cloud Masking
script_188511.txt,Sentinel-2: Cloud Probability,Export Processed Images To Drive
script_19155.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Date
script_19155.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Sort Image Collections By Cloud Cover
script_19155.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Training Data Creation
script_19155.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Clip Images To A Specific Region
script_28.txt,HUC08: USGS Watershed Boundary Dataset of Subbasins,Calculate Normalized Difference And Other Indices
script_28.txt,HUC08: USGS Watershed Boundary Dataset of Subbasins,Export Processed Data To Google Drive
script_3043.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculates Modified Normalized Difference Water Index (MNDWI)
script_3043.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Cloud And Cloud Shadow Masking
script_3043.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Identifying Water Body
script_3043.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Generate Time Series Charts
script_3043.txt,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculates Modified Normalized Difference Water Index (MNDWI)
script_3043.txt,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Cloud And Cloud Shadow Masking
script_3043.txt,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Identifying Water Body
script_3043.txt,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Generate Time Series Charts
script_3043.txt,users/1915303017/,Cloud And Cloud Shadow Masking
script_3043.txt,users/1915303017/,Vectorization
script_3043.txt,users/1915303017/,Identifying Water Body
script_3043.txt,users/1915303017/,Generate Time Series Charts
script_3043.txt,NASA SRTM Digital Elevation 30m,Vectorization
script_3043.txt,NASA SRTM Digital Elevation 30m,Identifying Water Body
script_32.txt,users/emaprlab/broberts:snow_persistence/,Create RGB Composite Image
script_37873.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date
script_37873.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Visualize True Color Images
script_41838.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Images By Cloud Cover
script_41838.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date
script_41838.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Sort Image Collections By Cloud Cover
script_41838.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Clip Images To A Specific Region
script_42.txt,Hansen Global Forest Change v1.10 (2000-2022),Reduction Of Image Regions
script_42.txt,users/ak_glaciers/,Visualize True Color Images
script_42.txt,users/ak_glaciers/,Training Data Creation
script_42.txt,users/ak_glaciers/,Machine Learning Model Training
script_43.txt,users/ak_glaciers/,Filtering Features
script_43803.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Mosaicking
script_45435.txt,MOD15A2H.061: Terra Leaf Area Index/FPAR 8-Day Global 500m,Export Processed Images To Google Drive
script_48.txt,users/ak_glaciers/,Terrain Data Generation and Analysis
script_48.txt,users/ak_glaciers/,Clip Images To A Specific Region
script_48.txt,users/ak_glaciers/,Data Preparation
script_48.txt,projects/servir-mekong/composites/,Rename Image Bands
script_49902.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter Image Collection By Date And Region
script_49902.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Compute Median Of NDVI
script_49902.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Generate Image Composites For Indices/Index
script_50.txt,users/ak_glaciers/,Machine Learning Model Training
script_50.txt,users/ak_glaciers/,Evaluate Classifier Performance Using Confusion Matrix
script_50.txt,users/ak_glaciers/,Visualize True Color Images
script_52026.txt,users/bkkumarbittu371/,Clip Images To A Specific Region
script_54980.txt,users/edimilsonrodriguessantos/MAPBIOMAS/INFRAURBANA6-FT-v6/,Remapping
script_59099.txt,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Cloud Coverage
script_62526.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Image Reprojection
script_62526.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Export Processed Data To Google Drive
script_65671.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Filter Image Collection By Cloud Coverage
script_65671.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Cloud Coverage
script_67562.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date
script_67562.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Cloud Masking
script_67562.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Clip Images To A Specific Region
script_71184.txt,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Visualize True Color Images
script_72.txt,"LSIB 2017: Large Scale International Boundary Polygons, Detailed",Export Processed Images
script_72.txt,users/emaprlab/public:Modules/,Filter Image Collection By Cloud Coverage
script_72.txt,users/emaprlab/public:Modules/,Vegetation Indices/Index Calculation
script_72.txt,users/emaprlab/public:Modules/,Temporal Data Filtering
script_72.txt,users/emaprlab/public:Modules/,Export Processed Images
script_72.txt,users/emaprlab/broberts:LTOP_mekong/,Data Conversion
script_72.txt,users/emaprlab/broberts:LTOP_mekong/,Export Processed Images
script_7366.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Date
script_7366.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Training Data Creation
script_75448.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Mask Areas To Refine Flood Detection
script_76696.txt,USGS Landsat 4 TM Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Date
script_76696.txt,USGS Landsat 5 TM Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Date
script_76696.txt,USGS Landsat 7 Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Date
script_76696.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Date
script_76696.txt,USGS Landsat 4 TM Collection 2 Tier 1 TOA Reflectance,Export Processed Images To Google Drive
script_76696.txt,USGS Landsat 5 TM Collection 2 Tier 1 TOA Reflectance,Export Processed Images To Google Drive
script_76696.txt,USGS Landsat 7 Collection 2 Tier 1 TOA Reflectance,Export Processed Images To Google Drive
script_76696.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Export Processed Images To Google Drive
script_76709.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Date
script_76709.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Sort Image Collections By Cloud Cover
script_76709.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Create RGB Composite Image
script_76709.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Rename Image Bands
script_76709.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Image Mosaicking
script_76805.txt,MOD13Q1.061 Terra Vegetation Indices 16-Day Global 250m,Vectorization
script_76805.txt,MOD13Q1.061 Terra Vegetation Indices 16-Day Global 250m,Clip Images To A Specific Region
script_76805.txt,MOD13Q1.061 Terra Vegetation Indices 16-Day Global 250m,Export Processed Images To Drive
script_76839.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Cloud And Shade Masking
script_76839.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Cloud And Shade Masking
script_76839.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Surface water area computation
script_76839.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Surface water area computation
script_76839.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Legend Creation
script_76839.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Legend Creation
script_76839.txt,users/cxliu2015/,Visualize True Color Images
script_76839.txt,users/cxliu2015/,Legend Creation
script_76840.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Image Cloud Masking
script_76840.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Cloud Masking
script_76840.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Clip Images To A Specific Region
script_76840.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Clip Images To A Specific Region
script_76840.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Surface water area computation
script_76840.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Surface water area computation
script_76840.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Export Processed Images To Drive
script_76840.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Export Processed Images To Drive
script_76840.txt,users/cxliu2015/,Export Processed Images To Drive
script_76841.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Rename Image Bands
script_76841.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Rename Image Bands
script_76841.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Filter Image Collection By Date
script_76841.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date
script_76841.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Cloud And Shade Masking
script_76841.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Cloud And Shade Masking
script_76841.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Image Cloud Masking
script_76841.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Cloud Masking
script_76841.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Clip Images To A Specific Region
script_76841.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Clip Images To A Specific Region
script_76841.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Surface water area computation
script_76841.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Surface water area computation
script_76841.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Legend Creation
script_76841.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Legend Creation
script_76841.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Export Processed Data To Google Drive
script_76841.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Export Processed Data To Google Drive
script_76841.txt,users/cxliu2015/,Visualize True Color Images
script_76841.txt,users/cxliu2015/,Clip Images To A Specific Region
script_76841.txt,users/cxliu2015/,Computes Normalized Difference Vegetation Index (NDVI)
script_76841.txt,users/cxliu2015/,Legend Creation
script_76841.txt,users/cxliu2015/,Export Processed Data To Google Drive
script_78663.txt,users/danielp/,Terrain Correction
script_78805.txt,USGS Landsat 5 TM Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Date And Region
script_85061.txt,"USGS Landsat 5 Level 2, Collection 2, Tier 1",Rename Image Bands
script_85061.txt,"USGS Landsat 7 Level 2, Collection 2, Tier 1",Rename Image Bands
script_85061.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Rename Image Bands
script_85061.txt,"USGS Landsat 5 Level 2, Collection 2, Tier 1",Quality Mosaic Generation
script_85061.txt,"USGS Landsat 7 Level 2, Collection 2, Tier 1",Quality Mosaic Generation
script_85061.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Quality Mosaic Generation
script_85061.txt,projects/mapbiomas-raisg/PRODUCTOS/AGUA/DATOS_AUXILIARES/TEMP/,Quality Mosaic Generation
script_85217.txt,USGS Landsat 8 Collection 2 Tier 1 Raw Scenes,Random Forest Classification
script_85217.txt,USGS Landsat 8 Collection 2 Tier 1 Raw Scenes,Training Data Sampling
script_85219.txt,users/diegogmzd/,Clip Images To A Specific Region
script_85219.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Clip Images To A Specific Region
script_85219.txt,Sentinel-3 OLCI EFR: Ocean and Land Color Instrument Earth Observation Full Resolution,Clip Images To A Specific Region
script_89887.txt,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Statistics Calculation
script_95721.txt,users/eduardosperanza-Embrapa/Projeto-Coplacana/,Image Masking
script_95721.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter Image Collection By Date
script_95721.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter Image Collection By Cloud Coverage
script_95721.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Create Median Composite Of Images
script_95950.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Date
script_95950.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Images By Cloud Cover
script_96316.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Rename Image Bands
script_96316.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Computes Normalized Difference Vegetation Index (NDVI)
script_96317.txt,users/cesarnon/datos_cba_2017/,Filter Image Collection By Cloud Coverage
script_96317.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter Image Collection By Cloud Coverage
script_96317.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter Image Collection By Date And Region
script_96317.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Quality Mosaic Generation
script_96322.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Rename Image Bands
script_96322.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Calculates Normalized Difference Water Index (NDWI)
script_96322.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Computes Normalized Difference Vegetation Index (NDVI)
script_96322.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Quality Mosaic Generation
script_96361.txt,USGS Landsat 5 TM Collection 2 Tier 1 TOA Reflectance,Rename Image Bands
script_96361.txt,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data TOA Reflectance,Rename Image Bands
script_96361.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data TOA Reflectance,Rename Image Bands
script_96361.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Rename Image Bands
script_96361.txt,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Rename Image Bands
script_96361.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Rename Image Bands
script_96361.txt,USGS Landsat 5 TM Collection 2 Tier 1 TOA Reflectance,Vegetation Indices/Index Calculation
script_96361.txt,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data TOA Reflectance,Vegetation Indices/Index Calculation
script_96361.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data TOA Reflectance,Vegetation Indices/Index Calculation
script_96361.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Vegetation Indices/Index Calculation
script_96361.txt,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Vegetation Indices/Index Calculation
script_96361.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Vegetation Indices/Index Calculation
script_96424.txt,"JRC Global Surface Water Mapping Layers, v1.4",Clip Images To A Specific Region
script_96424.txt,"JRC Global Surface Water Mapping Layers, v1.4",Visualize True Color Images
script_96426.txt,users/sarinarinab/,Filtering Polygons
script_96426.txt,users/sntopp/,Filtering Polygons
script_96426.txt,users/sntopp/,Filter Image Collection By Cloud Coverage
script_96426.txt,users/sarinarinab/,Export Processed Data To Drive
script_96426.txt,users/sntopp/,Export Processed Data To Drive
script_96427.txt,"JRC Global Surface Water Mapping Layers, v1.4",Generate Time Series Charts Of Water Area
script_96427.txt,users/sntopp/,Export Processed Images To Google Drive
script_96459.txt,USGS Landsat 7 Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Date
