ID,Script_ID,Entity_Type,Value,Value_BAAI
1263,script_97209.txt,Function,Filter features by geographical bounds and date validity,Filter Image Collection By Date And Boundaries
1264,script_97209.txt,Function,Calculate mean of image collections and apply masks,Calculates Median Of Image Collection
1265,script_97209.txt,Function,Compute various vegetation and fire indices from images,Calculate Environmental And Vegetation Indices
1266,script_97209.txt,Function,Classify images based on pre and post fire data,Classify Images Based On Pre And Post Fire Data
1267,script_97209.txt,Function,Evaluate classification accuracy using confusion matrix,Evaluate Classifier Performance Using Confusion Matrix
1268,script_97210.txt,Function,Filters features within a defined geographic boundary,Filtering Administrative Boundaries
1269,script_97210.txt,Function,Maps a function to set properties based on feature dates,Map Function To Calculate And Analysis Features
1270,script_97210.txt,Function,Generates image collections for specific pre and post-fire dates,Classify Images Based On Pre And Post Fire Data
1271,script_97210.txt,Function,Applies a mask to remove zones with invalid fire dates,Apply Masks To Classified Images
1272,script_97210.txt,Function,Calculates various vegetation and fire indices from images,Calculate Environmental And Vegetation Indices
1273,script_97210.txt,Function,Creates a composite image from multiple indices for classification,Generate Image Composites For Indices/Index
1274,script_97210.txt,Function,Trains and applies multiple machine learning classifiers,Trains And Applies Classifier
1275,script_97210.txt,Function,Evaluates classifier performance using a confusion matrix,Evaluate Classifier Performance Using Confusion Matrix
1276,script_97211.txt,Function,Filters features within a defined polygon area,Filtering Polygons
1277,script_97211.txt,Function,Maps start and end dates to features,Add Date Information To Images
1278,script_97211.txt,Function,Filters image collections by date and area,Filter Image Collection By Date And Region
1279,script_97211.txt,Function,Calculates average of image collections,Calculates Median Of Image Collection
1280,script_97211.txt,Function,Applies mask to images based on invalid data,Apply Masks To Classified Images
1281,script_97211.txt,Function,Calculates various vegetation indices,Vegetation Indices/Index Calculation
1282,script_97211.txt,Function,Generates images for classification,Prepares Images For Classification
1283,script_97211.txt,Function,Trains and applies classifiers for fire impact,Trains And Applies Classifier
1284,script_97211.txt,Function,Evaluates classifier performance,Evaluate Classifier Performance Using Confusion Matrix
1285,script_97212.txt,Function,Filters features within a defined polygon area,Filtering Polygons
1286,script_97212.txt,Function,Validates and parses feature collection dates,Validation Data
1287,script_97212.txt,Function,Generates image collections based on specific dates,Filter Image Collection By Date
1288,script_97212.txt,Function,Applies masks to images based on fire data,Apply Masks To Classified Images
1289,script_97212.txt,Function,Calculates various vegetation and fire indices,Calculate Environmental And Vegetation Indices
1290,script_97212.txt,Function,Prepares images for classification by adding indices,Prepares Images For Classification
1291,script_97212.txt,Function,Performs stratified sampling for classifier training,Sampling Regions For Classifier Training
1292,script_97212.txt,Function,Classifies images to assess fire impact,Classify Images Based On Pre And Post Fire Data
1293,script_97212.txt,Function,Evaluates classifier performance using confusion matrix,Evaluate Classifier Performance Using Confusion Matrix
1294,script_97250.txt,Function,Filter image collection by date and select specific band,Filter Image Collection By Date
1295,script_97250.txt,Function,Clip image to specific geographic boundary,Clip Images To Specific Geographic Boundaries
1296,script_97250.txt,Function,Classify land cover into urban and agricultural,Calculates And Displays Area For Each Land Cover Category
1297,script_97250.txt,Function,Mask and visualize specific land cover classes,Visualizing Land Cover
1298,script_97250.txt,Function,Categorize pixel values into defined ranges,Filtering Pixels
1299,script_97250.txt,Function,Compute zonal statistics using grouped reducer,Calculate Area Statistics
1300,script_97292.txt,Function,Filter image collection by date and bounds,Filter Image Collection By Date And Boundaries
1301,script_97292.txt,Function,Create a mosaic of images,Image Mosaicking
1302,script_97292.txt,Function,Clip and scale image to the area of interest,Clip Images To A Specific Region
1303,script_97292.txt,Function,Generate seed points for segmentation,Random Point Generation
1304,script_97292.txt,Function,Segment image into clusters using SNIC,Segment Image Into Clusters
1305,script_97292.txt,Function,Calculate mean color of clusters,Calculates Median Of Image Collection
1306,script_97292.txt,Function,Compute standard deviation within clusters,Compute Metric Within Clusters
1307,script_97292.txt,Function,Calculate area of each cluster,Calculates Area
1308,script_97292.txt,Function,Determine perimeter of clusters,Compute Metric Within Clusters
1309,script_97292.txt,Function,Calculate width and height of clusters,Compute Metric Within Clusters
1310,script_97292.txt,Function,Combine multiple image properties,Combine Multiple Image Properties
1311,script_97292.txt,Function,Train a classifier using Random Forest,Train And Apply Random Forest Classifier
1312,script_97292.txt,Function,Classify image based on trained model,Classify Images Based On Trained Model
1313,script_97292.txt,Function,Identify and display outlier areas,Identify And Display Outlier Areas
1314,script_97292.txt,Function,Calculate spectral distance within clusters,Spectral Distance Calculation
1315,script_97292.txt,Function,Identify maximum spectral distance,Spectral Distance Calculation
1316,script_97292.txt,Function,Recompute SNIC with augmented seeds,Addition Of Spectral Indices
1317,script_97295.txt,Function,Filter image collections by date,Filter Image Collection By Date
1318,script_97295.txt,Function,Filter Sentinel-2 images by geographic bounds,Filter Images By Region
1319,script_97295.txt,Function,Join Dynamic World and Sentinel-2 images by index,Generate Image Composites For Indices/Index
1320,script_97295.txt,Function,Visualize LULC data with a color palette,Visualize Data With Specific Color Palettes
1321,script_97295.txt,Function,Calculate and visualize the highest class probability,Compute Maximum Values
1322,script_97295.txt,Function,Apply hillshade effect to probability visualization,Enhancing Image Visualization
1323,script_97295.txt,Function,Display combined LULC and hillshade visualization,Visualize Terrain Features
1324,script_97295.txt,Function,Create and display a legend for LULC types,Add A Legend
1325,script_97367.txt,Function,Acquire Landsat TOA image collections for specified dates and area,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover
1326,script_97367.txt,Function,Calculate cloud score and mask clouds from images,Cloud Score Computation
1327,script_97367.txt,Function,Identify and mask dark outliers in time series images,Identify And Display Outlier Areas
1328,script_97367.txt,Function,Project cloud shadows and combine with cloud mask,Cloud And Cloud Shadow Masking
1329,script_97367.txt,Function,Calculate NDVI and add as bands to the image collection,Add NDVI Band To Images
1330,script_97367.txt,Function,Reduce image collection to median and add percentile NDVI bands,Add NDVI Band To Images
1331,script_97367.txt,Function,Prepare and export final processed image to Drive,Export Processed Images To Drive
1332,script_97371.txt,Function,Mask clouds and shadows from satellite images,Cloud And Shade Masking
1333,script_97371.txt,Function,Add NDVI band to images for vegetation analysis,Add NDVI Band To Images
1334,script_97371.txt,Function,Filter image collection by date and region,Filter Image Collection By Date And Region
1335,script_97371.txt,Function,Generate median composite of image collection,Create Median Composite Of Images
1336,script_97371.txt,Function,Sample points representing specific crop areas,Sampling Regions
1337,script_97371.txt,Function,Calculate time series of NDVI for specific locations,Generate Time Series Data For NDVI Changes
1338,script_97371.txt,Function,Export NDVI time series data to CSV,Export Time Series Data
1339,script_97371.txt,Function,Create charts for NDVI visualization,Generate Time Series Charts For NDVI
1340,script_97371.txt,Function,Aggregate NDVI data across multiple locations,Visualize NDVI And Date Information
1341,script_97430.txt,Function,Filters image collections by area and date,Filter Image Collection By Date And Region
1342,script_97430.txt,Function,Joins two image collections based on index,Converts Joined Data To Image Collection
1343,script_97430.txt,Function,Adds cloud probability and mask as image bands,Add Cloud Probability And Mask As Image Bands
1344,script_97430.txt,Function,Projects cloud shadows and identifies dark pixels,Shadow Projection
1345,script_97430.txt,Function,"Merges cloud and shadow masks, applies buffer",Cloud And Cloud Shadow Masking
1346,script_97430.txt,Function,Masks clouds and shadows from images,Cloud And Shade Masking
1347,script_97430.txt,Function,Calculates Modified Normalized Difference Water Index,Calculates Modified Normalized Difference Water Index (MNDWI)
1348,script_97430.txt,Function,Calculates Normalized Difference Vegetation Index,Computes Normalized Difference Vegetation Index (NDVI)
1349,script_97430.txt,Function,Calculates Soil-Adjusted Vegetation Index,Vegetation Indices/Index Calculation
1350,script_97431.txt,Function,Filters image collection by geographical bounds,Filter Image Collection By Bounds
1351,script_97431.txt,Function,Applies cloud cover percentage filter,Computes Percentage Of Cloud Cover
1352,script_97431.txt,Function,Filters image collection by date range,Filter Image Collection By Date
1353,script_97431.txt,Function,Calculates cloud scores for images,Cloud Score Computation
1354,script_97431.txt,Function,Adds Modified Normalized Difference Water Index (MNDWI) to images,Calculates Modified Normalized Difference Water Index (MNDWI)
1355,script_97431.txt,Function,Selects specific bands and indices for analysis,Select Specific Bands From Images
1356,script_97431.txt,Function,Applies a cloud mask to images based on cloud score,Image Cloud Masking
1357,script_97431.txt,Function,Creates a quality mosaic of images based on MNDWI,Create Median Composite Of Images
1358,script_97431.txt,Function,Calculates the median of image collections,Calculates Median Of Image Collection
1359,script_97446.txt,Function,Filter image collection by date range,Filter Image Collection By Date
1360,script_97446.txt,Function,Reduce cloud effects using quality assessment bands,Reduce Cloud Effects
1361,script_97446.txt,Function,Calculate median value of the image collection,Calculates Median Of Image Collection
1362,script_97446.txt,Function,Generate download URLs for processed images,Export Processed Images
1363,script_97475.txt,Function,Mask clouds in satellite images to improve data quality,Image Cloud Masking
1364,script_97475.txt,Function,Filter and median aggregate images for specific seasons,Seasonal Filtering
1365,script_97475.txt,Function,Clip images to a defined geographical boundary,Clip Images To Specific Geographic Boundaries
1366,script_97475.txt,Function,Combine spectral and terrain data for comprehensive analysis,Terrain Analysis
1367,script_97475.txt,Function,Sample combined data to create a training dataset for classification,Merge Feature Collections For Training Data
1368,script_97475.txt,Function,Train an unsupervised classifier to identify distinct clusters,Unsupervised Clustering
1369,script_97475.txt,Function,Apply classification to the image to map land cover,Remapping Land Cover Classes
1370,script_97475.txt,Function,Generate visualizations and statistical charts to interpret classification results,Generate Visualizations And Statistical Charts For Classification Results
1371,script_97477.txt,Function,Filters images by date and cloud cover,Filter Images By Cloud Cover
1372,script_97477.txt,Function,Masks clouds and shadows from images,Cloud And Shade Masking
1373,script_97477.txt,Function,Clips images to a specific geographic region,Clip Images To A Specific Region
1374,script_97477.txt,Function,Calculates the median of the image collection,Calculates Median Of Image Collection
1375,script_97477.txt,Function,Displays natural color composite,Displays Composite Image
1376,script_97477.txt,Function,Calculates Normalized Difference Vegetation Index (NDVI),Computes Normalized Difference Vegetation Index (NDVI)
1377,script_97477.txt,Function,Calculates Enhanced Vegetation Index (EVI),"Calculate Other Vegetation Indices/index (SAVI, EVI)"
1378,script_97477.txt,Function,Calculates Soil Adjusted Built-up Index (SABI),Calculate Construction Land Index (CLI)
1379,script_97477.txt,Function,Generates and displays a color bar legend,Add A Legend
1380,script_97479.txt,Function,Filters image collection by specific date range,Filter Image Collection By Date
1381,script_97479.txt,Function,Applies geographical bounds to image collection,Filter Image Collection By Bounds
1382,script_97479.txt,Function,Masks images based on cloud and shadow detection,Cloud And Shade Masking
1383,script_97479.txt,Function,Calculates statistical representations of image data,Calculate Statistical Indicators Of Image Collection
1384,script_97479.txt,Function,Visualizes data using specific band combinations,Visualize Data Using Specific Band Combinations
1385,script_97507.txt,Function,Set map center over a specific location,Clip Images To A Specific Region
1386,script_97507.txt,Function,Load and filter US county dataset for a specific county,Filter And Select
1387,script_97507.txt,Function,"Load and filter Landsat 8 Image Collection by cloud cover, path, row, and date",Filter Image Collection By Cloud Coverage
1388,script_97507.txt,Function,Map function to add readable date to images,Add Date Information To Images
1389,script_97507.txt,Function,Extract and display dates from image collection,Filter Image Collection By Date
1390,script_97507.txt,Function,Add specific county layer to map with visualization parameters,Visualize Radar Images With Specific Visualization Parameters
1391,script_97508.txt,Function,"Filters image collection by cloud cover, path, and row",Filter Image Collection By Cloud Coverage
1392,script_97508.txt,Function,Calculates NDVI for each image in the collection,Calculates Median Of Image Collection
1393,script_97508.txt,Function,Generates a time series chart of NDVI for specified regions,Generate Time Series Charts For NDVI
1394,script_97508.txt,Function,Displays images and NDVI data on an interactive map,Visualize NDVI And Date Information
1395,script_97509.txt,Function,Load and display pre-fire satellite image,Load and Display Pre- And Post-Fire Satellite Image
1396,script_97509.txt,Function,Load and display post-fire satellite image,Load and Display Pre- And Post-Fire Satellite Image
1397,script_97509.txt,Function,Visualize true color images,Visualize True Color Images
1398,script_97509.txt,Function,Option to visualize false color infrared and SWIR images,Visualize True Color Images
1399,script_97510.txt,Function,Display true color images before and after the fire,Detect Changes By Comparing Pre- And Post-Fire Images
1400,script_97510.txt,Function,Calculate NBR for pre-fire image,Calculate NBR For Pre-Fire Image
1401,script_97510.txt,Function,Calculate NBR for post-fire image,Calculate NBR for Post-Fire Image
1402,script_97510.txt,Function,Visualize NBR changes to identify burned areas,Visualize Burned Areas
1403,script_97512.txt,Function,Calculate Normalized Difference Burn Ratio (NDBR) before and after fire,Compute Difference Between Pre- And Post-Fire NBR
1404,script_97512.txt,Function,Subtract post-fire NDBR from pre-fire NDBR,Compute Difference Between Pre- And Post-Fire NBR
1405,script_97512.txt,Function,Clip the delta NDBR result to the fire perimeter,Calculate NBR for Post-Fire Image
1406,script_97512.txt,Function,Reclassify delta NDBR into burn severity categories,Classify And Visualize Burn Severity
1407,script_97512.txt,Function,Generate histogram of pixel counts for severity zones,Generate Histograms For Image Data Analysis
1408,script_97512.txt,Function,Create a thumbnail image of the fire severity map,Classify And Visualize Burn Severity
1409,script_97538.txt,Function,Filter image collection by geographic bounds,Filter Image Collection By Bounds
1410,script_97538.txt,Function,Filter image collection by date range,Filter Image Collection By Date
1411,script_97538.txt,Function,Filter image collection by path and row,Filter Image Collection By Time
1412,script_97538.txt,Function,Filter image collection by cloud cover,Filter Image Collection By Cloud Coverage
1413,script_97538.txt,Function,Calculate median of image collection,Calculates Median Of Image Collection
1414,script_97538.txt,Function,Clip image to specified geometry,Clip Images To A Specific Region
1415,script_97538.txt,Function,Calculate NDVI using NIR and RED bands,Compute Median Of NDVI
1416,script_97538.txt,Function,Calculate SAVI using NIR and RED bands,Calculate Normalized Infrared Vegetation Index (NIRV)
1417,script_97538.txt,Function,Export images to Google Drive,Export Processed Images To Google Drive
1418,script_97538.txt,Function,Adjust thermal bands for temperature calculation,Temperature Calculation
1419,script_97539.txt,Function,Filters image collection by geographic bounds,Filter Image Collection By Bounds
1420,script_97539.txt,Function,Filters image collection by date range,Filter Image Collection By Date
1421,script_97539.txt,Function,Applies multiple criteria to refine image selection,Combine Multiple Image Properties
1422,script_97539.txt,Function,Calculates median of image collection and clips to region,Calculates Median Of Image Collection
1423,script_97539.txt,Function,Calculates normalized difference vegetation index,Computes Normalized Difference Vegetation Index (NDVI)
1424,script_97539.txt,Function,Calculates soil-adjusted vegetation index,Vegetation Indices/Index Calculation
1425,script_97539.txt,Function,Exports calculated indices and thermal bands to Drive,Export Processed Data To Drive
1426,script_97582.txt,Function,Filter image collection by geographical boundary,Filter Image Collection By Bounds
1427,script_97582.txt,Function,Filter image collection by date range,Filter Image Collection By Date
1428,script_97582.txt,Function,Sort image collection by cloud cover,Sort Image Collections By Cloud Cover
1429,script_97582.txt,Function,Mask images based on pixel quality,Image Masking
1430,script_97582.txt,Function,Create a mosaic of images,Image Mosaicking
1431,script_97582.txt,Function,Clip the mosaic to a specific boundary,Clip Images To Specific Geographic Boundaries
1432,script_97582.txt,Function,Display the processed image on a map,Visualize The Processed Data
1433,script_97609.txt,Function,Filter image collections by date range,Filter Image Collection By Date
1434,script_97609.txt,Function,Calculate monthly total precipitation,Calculate Total Precipitation
1435,script_97609.txt,Function,Compute long-term monthly averages,Calculate Long-Term Averages
1436,script_97609.txt,Function,Calculate seasonal deviation of rainfall,Calculate Annual Precipitation
1437,script_97609.txt,Function,Clip results to specific geographic areas,Clip Images To A Specific Region
1438,script_97609.txt,Function,Visualize data layers on a map,Visualize Data Layers
1439,script_97609.txt,Function,Export image and table data to Drive,Export Processed Data To Drive
1440,script_97610.txt,Function,Selects minimum air temperature data,Selects Air Temperature Data
1441,script_97610.txt,Function,Filters data by date and spatial bounds,Filter Image Collection By Date And Boundaries
1442,script_97610.txt,Function,Converts temperature from Kelvin to Celsius,Unit Conversion For Temperature Data
1443,script_97610.txt,Function,Calculates minimum temperature over time,Temperature Calculation
1444,script_97610.txt,Function,Clips minimum temperature data to area of interest,Clip Temperature Data To Area Of Interest
1445,script_97610.txt,Function,Selects maximum air temperature data,Selects Air Temperature Data
1446,script_97610.txt,Function,Calculates maximum temperature over time,Temperature Calculation
1447,script_97610.txt,Function,Clips maximum temperature data to area of interest,Clip Temperature Data To Area Of Interest
1448,script_97610.txt,Function,Selects mean air temperature data,Selects Air Temperature Data
1449,script_97610.txt,Function,Calculates average temperature over time,Temperature Calculation
1450,script_97610.txt,Function,Clips average temperature data to area of interest,Clip Temperature Data To Area Of Interest
1451,script_97610.txt,Function,Visualizes temperature data on a map,Visualize Temperature Data
1452,script_97610.txt,Function,Exports temperature data to Google Drive,Export Processed Data To Google Drive
1453,script_97622.txt,Function,Filter image collection by date and location,Filter Image Collection By Date And Region
1454,script_97622.txt,Function,Calculate median values from image collection,Calculates Median Of Image Collection
1455,script_97622.txt,Function,Mask clouds from satellite images,Image Cloud Masking
1456,script_97622.txt,Function,Calculate NDVI for each image in a collection,Calculate Statistical Indicators Of Image Collection
1457,script_97622.txt,Function,Generate monthly average NDVI values,Compute Median Of NDVI
1458,script_97622.txt,Function,Classify land cover based on training data,Classify Images Based On Training Data
1459,script_97622.txt,Function,Export classified land cover map,Export Land Cover Data
1460,script_97651.txt,Function,Filter image collections by date and location,Filter Image Collection By Date And Region
1461,script_97651.txt,Function,Apply a mask to remove clouds and occlusions,Cloud And Shade Masking
1462,script_97651.txt,Function,Export cleaned images to Google Drive,Export Processed Images To Google Drive
1463,script_97683.txt,Function,Filter images by date and spatial bounds,Filter Image Collection By Date And Boundaries
1464,script_97683.txt,Function,Compute median of image collections,Calculates Median Of Image Collection
1465,script_97683.txt,Function,Clip images to a specific geographic region,Clip Images To A Specific Region
1466,script_97683.txt,Function,Export processed images to drive,Export Processed Images To Drive
1467,script_97700.txt,Function,Filter image collection by date and cloud percentage,Filter Image Collection By Date
1468,script_97700.txt,Function,Calculate median of image collection,Calculates Median Of Image Collection
1469,script_97700.txt,Function,Clip images to a specific geometry,Clip Images To A Specific Region
1470,script_97700.txt,Function,Calculate normalized indices and add as bands,Add Normalized Difference Band
1471,script_97700.txt,Function,Sample image data for clustering,Cluster Image Data
1472,script_97700.txt,Function,Train a K-means clusterer,Train A Clusterer
1473,script_97700.txt,Function,Cluster image data and display results,Cluster Image Data
1474,script_97700.txt,Function,Export images to drive,Export Processed Images To Drive
1475,script_97704.txt,Function,Clip and export DEM images to Google Drive,Export Processed Images To Google Drive
1476,script_97704.txt,Function,Visualize DEM data on a map,Visualize Elevation Data (DEM)
1477,script_97704.txt,Function,Generate and display a histogram of DEM data,Generate And Display a Histogram
1478,script_97718.txt,Function,Filter image collection by date and region,Filter Image Collection By Date And Region
1479,script_97718.txt,Function,Mask clouds from images,Image Cloud Masking
1480,script_97718.txt,Function,Calculate and append NDVI band,Add NDVI Band To Images
1481,script_97718.txt,Function,Generate median NDVI composite,Compute Median Of NDVI
1482,script_97718.txt,Function,Create and display NDVI time series chart,Generate Time Series Charts For NDVI
1483,script_97718.txt,Function,Export NDVI images,Visualize NDVI Results
1484,script_97718.txt,Function,Calculate and append MSI band,Image Band Addition
1485,script_97718.txt,Function,Generate median MSI composite,Create Median Composite Of Images
1486,script_97718.txt,Function,Create and display MSI time series chart,Generate Time Series Charts
1487,script_97718.txt,Function,Export MSI images,Export Processed Images
1488,script_97724.txt,Function,Filter feature collection by state name,Filter Feature Collection
1489,script_97724.txt,Function,Map visualization of state outlines,Visualizing Land Cover
1490,script_97724.txt,Function,Center map on specific features,Map Visualization Of Feature Collection
1491,script_97724.txt,Function,Map visualization of specific plots,Visualize Data With Specific Color Palettes
1492,script_97724.txt,Function,Transform feature collection properties,Conversion Feature Collection
1493,script_97724.txt,Function,Mask clouds and shadows in images,Cloud And Shade Masking
1494,script_97724.txt,Function,Add NDVI band to image collection,Add NDVI Band To Images
1495,script_97724.txt,Function,Filter image collection by date and bounds,Filter Image Collection By Date And Boundaries
1496,script_97724.txt,Function,Generate time series chart of NDVI,Generate Time Series Charts For NDVI
1497,script_97724.txt,Function,Reduce image collection to region-specific statistics,Filter Image Collection By Region
1498,script_97724.txt,Function,Format data for analysis,Convert And Format Spatial Data For Export
1499,script_97724.txt,Function,Clean and merge overlapping data observations,Filter And Merge
1500,script_97724.txt,Function,Join tables based on feature IDs,Merge Feature Collections For Training Data
1501,script_97724.txt,Function,Export data table to drive,Export Processed Data To Drive
1502,script_97954.txt,Function,Filter image collection by geographic bounds,Filter Image Collection By Bounds
1503,script_97954.txt,Function,Filter image collection by date range,Filter Image Collection By Date
1504,script_97954.txt,Function,Filter image collection by day of year for season,Filter Image Collection By Year
1505,script_97954.txt,Function,Filter image collection by cloud cover,Filter Image Collection By Cloud Coverage
1506,script_97954.txt,Function,Create a composite image from filtered images,Generate Image Composites
1507,script_97954.txt,Function,Calculate ratios of spectral bands,Calculate Spectral Indices And Ratios From Satellite Bands
1508,script_97954.txt,Function,Add spectral band ratios as new bands,Image Band Addition
1509,script_97954.txt,Function,Display composite image on map,Displays Composite Image
1510,script_97954.txt,Function,Mask composite image using non-forest areas,Image Masking
1511,script_97954.txt,Function,Classify land cover using a trained classifier,Training And Sampling For Land Cover Classification
1512,script_97955.txt,Function,Filters Landsat images by location and date,Filter Images By Date And Region
1513,script_97955.txt,Function,Calculates dry season composites from Landsat images,Calculate Annual Precipitation
1514,script_97955.txt,Function,Generates ratios of specific Landsat bands,Calculate Data For Specific Spectral Bands
1515,script_97955.txt,Function,Masks non-forest areas using a classification image,Apply Masks To Classified Images
1516,script_97955.txt,Function,Samples image data to generate training points,Sampling Regions For Training Data
1517,script_97955.txt,Function,Trains a classifier using the training data,Classify Images Based On Training Data
1518,script_97955.txt,Function,Classifies image data based on trained classifier,Classify Images Based On Trained Model
1519,script_97955.txt,Function,Displays classified images on a map,Display Classified Image and Indices
1520,script_97974.txt,Function,Buffer creation around country borders,Buffer Creation
1521,script_97974.txt,Function,Filtering Landsat images by date and cloud cover,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover
1522,script_97974.txt,Function,Creating image composites from filtered data,Generate Image Composites
1523,script_97974.txt,Function,Band ratio calculations for feature distinction,Calculate Data For Specific Spectral Bands
1524,script_97974.txt,Function,Masking images based on land cover classification,Visualizing Land Cover
1525,script_97974.txt,Function,Sampling regions for classifier training,Sampling Regions For Classifier Training
1526,script_97974.txt,Function,Training a classifier for land cover classification,Training And Sampling For Land Cover Classification
1527,script_97974.txt,Function,Classifying land cover changes,Land Cover Change Analysis
1528,script_97974.txt,Function,Visualizing processed and classified images,Visualize The Processed Data
1529,script_97988.txt,Function,Filter and mosaic Landsat 8 imagery for specific dates and cloud cover,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover
1530,script_97988.txt,Function,Calculate ratios of spectral bands from Landsat 8,Calculate Spectral Indices And Ratios From Satellite Bands
1531,script_97988.txt,Function,Filter and mosaic Landsat 7 imagery for specific dates and cloud cover,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover
1532,script_97988.txt,Function,Calculate ratios of spectral bands from Landsat 7,Calculate Spectral Indices And Ratios From Satellite Bands
1533,script_97988.txt,Function,Filter and mosaic Sentinel-2 imagery for specific dates and cloud cover,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover
1534,script_97988.txt,Function,Add normalized difference vegetation index to Sentinel-2 imagery,Add Vegetation Indices
1535,script_97988.txt,Function,Classify imagery based on training from sample points,Classify Images Based On Training Data
1536,script_97988.txt,Function,Apply water mask to classification results,Apply Mask To Classification Results
1537,script_97988.txt,Function,Calculate and display area statistics for forested regions,Forest Area Calculation
1538,script_97988.txt,Function,Export classified image to user's drive,Exporting Classified Images
1539,script_97991.txt,Function,Visualize vector data on a map,Visualize Data Layers
1540,script_97991.txt,Function,Filter image collections by location and date,Filter Image Collection By Date And Region
1541,script_97991.txt,Function,Calculate ratios of spectral bands,Calculate Spectral Indices And Ratios From Satellite Bands
1542,script_97991.txt,Function,Create quality mosaics using normalized differences,Quality Mosaic Generation
1543,script_97991.txt,Function,Classify images based on training data,Classify Images Based On Training Data
1544,script_97991.txt,Function,Correct classification errors using specified conditions,Correct Classification Results Using Specified Conditions
1545,script_97991.txt,Function,Apply masks to classified images,Apply Masks To Classified Images
1546,script_97991.txt,Function,Export processed images,Export Processed Images
1547,script_97991.txt,Function,Calculate and display area statistics,Calculate Area Statistics
1548,script_98003.txt,Function,Filter and mosaic Landsat 5 images for the year 2000,Filter And Mosaic Landsat Images
1549,script_98003.txt,Function,Filter and mosaic Landsat 7 images for the year 2010,Filter And Mosaic Landsat Images
1550,script_98003.txt,Function,Filter and mosaic Landsat 8 images for the year 2017,Filter And Mosaic Landsat Images
1551,script_98003.txt,Function,Apply cloud score algorithm to Sentinel-2 images,Cloud Score Computation
1552,script_98003.txt,Function,Median composite of filtered Sentinel-2 images,Create Median Composite Of Images
1553,script_98003.txt,Function,Export data to drive in KML format,Export Processed Data To Drive
1554,script_98005.txt,Function,Filter satellite images by country and date,Filter Images By Date And Region
1555,script_98005.txt,Function,Reduce cloud effects using a custom algorithm,Reduce Cloud Effects
1556,script_98005.txt,Function,Create mosaics from filtered images,Image Mosaicking
1557,script_98005.txt,Function,Select specific bands from mosaics for visualization,Select Specific Bands From Images
1558,script_98005.txt,Function,Export processed data to external storage,Export Processed Data
1559,script_98169.txt,Function,Clip dataset by a regional mask,Clip Images To A Specific Region
1560,script_98169.txt,Function,Create buffers around points,Buffer Creation
1561,script_98169.txt,Function,Filter image collection by date and location,Filter Image Collection By Date And Region
1562,script_98169.txt,Function,Apply scale factors to image bands,Apply Scale Factors To Image
1563,script_98169.txt,Function,Mask clouds and water from images,Cloud And Water Masking
1564,script_98169.txt,Function,Create median composite of images,Create Median Composite Of Images
1565,script_98169.txt,Function,Calculate NDVI from composite images,Compute Median Of NDVI
1566,script_98169.txt,Function,Reduce region to compute NDVI statistics,Compute Median Of NDVI
1567,script_98169.txt,Function,Export data tables to Google Drive,Export Processed Data To Google Drive
1568,script_98257.txt,Function,Filter regions by administrative name,Filter Images By Region
1569,script_98257.txt,Function,Select radar images within specified dates and metadata,Filter Images By Date And Region
1570,script_98257.txt,Function,Display selected images on a map,Display Selected Images
1571,script_98257.txt,Function,Merge image collections for analysis,Merge And Sort Image Collections
1572,script_98257.txt,Function,Calculate Normalized Difference Flood Index (NDFI),Calculate Normalized Difference Flood Index (NDFI)
1573,script_98257.txt,Function,Apply threshold to identify flooded areas,Apply Threshold To Identify Flood Extent
1574,script_98258.txt,Function,Define area of interest based on administrative name,Area Of Interest Selection
1575,script_98258.txt,Function,Filter satellite images by date and metadata,Filter Images By Date
1576,script_98258.txt,Function,Mosaic images to create composite images,Generate Image Composites
1577,script_98258.txt,Function,Clip images to the area of interest,Clip Images To A Specific Region
1578,script_98258.txt,Function,Calculate Normalized Difference Flood Index (NDFI),Calculate Normalized Difference Flood Index (NDFI)
1579,script_98258.txt,Function,Display images and indices on a map,Display Interactive Map
1580,script_98258.txt,Function,Calculate statistical thresholds for flood detection,Apply Threshold To Identify Flood Extent
1581,script_98258.txt,Function,Mask areas based on flood detection thresholds,Mask Areas To Refine Flood Detection
1582,script_98259.txt,Function,Filter regions by administrative name,Filter Images By Region
1583,script_98259.txt,Function,Display administrative boundaries on map,Filtering Administrative Boundaries
1584,script_98259.txt,Function,Filter image collection by geographic bounds,Filter Image Collection By Bounds
1585,script_98259.txt,Function,Filter image collection by date range,Filter Image Collection By Date
1586,script_98259.txt,Function,Sort image collection by cloud cover percentage,Sort Image Collections By Cloud Cover
1587,script_98259.txt,Function,Create and display a mosaic image of the region,Creates And Exports Image Mosaics
1588,script_98259.txt,Function,Calculate and display the Normalized Difference Water Index (NDWI),Calculates Normalized Difference Water Index (NDWI)
1589,script_98259.txt,Function,Generate and display NDWI difference between two periods,Generate Time Series Data For NDVI Changes
1590,script_98259.txt,Function,Apply threshold to NDWI difference to identify flooded areas,Apply Threshold To Identify Flood Extent
1591,script_98259.txt,Function,Use edge detection for refined flood area mapping,Mask Areas To Refine Flood Detection
