Relation_ID,Script_ID,Head_Entity,Relation_Type,Tail_Entity,Head_Entity_update,Tail_Entity_update
2417,script_97367.txt,LANDSAT/LT4_L1T_TOA,Be_Acted_On,Acquire Landsat TOA image collections for specified dates and area,USGS Landsat 4 TM Collection 2 Tier 2 TOA Reflectance,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover
2418,script_97367.txt,LANDSAT/LT5_L1T_TOA,Be_Acted_On,Acquire Landsat TOA image collections for specified dates and area,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover
2419,script_97367.txt,LANDSAT/LC8_L1T_TOA,Be_Acted_On,Acquire Landsat TOA image collections for specified dates and area,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover
2420,script_97367.txt,LANDSAT/LE7_L1T_TOA,Be_Acted_On,Acquire Landsat TOA image collections for specified dates and area,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover
2421,script_97367.txt,LANDSAT/LT4_L1T_TOA,Be_Acted_On,Calculate cloud score and mask clouds from images,USGS Landsat 4 TM Collection 2 Tier 2 TOA Reflectance,Cloud Score Computation
2422,script_97367.txt,LANDSAT/LT5_L1T_TOA,Be_Acted_On,Calculate cloud score and mask clouds from images,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Cloud Score Computation
2423,script_97367.txt,LANDSAT/LC8_L1T_TOA,Be_Acted_On,Calculate cloud score and mask clouds from images,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Cloud Score Computation
2424,script_97367.txt,LANDSAT/LE7_L1T_TOA,Be_Acted_On,Calculate cloud score and mask clouds from images,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Cloud Score Computation
2425,script_97367.txt,LANDSAT/LT4_L1T_TOA,Be_Acted_On,Identify and mask dark outliers in time series images,USGS Landsat 4 TM Collection 2 Tier 2 TOA Reflectance,Identify And Display Outlier Areas
2426,script_97367.txt,LANDSAT/LT5_L1T_TOA,Be_Acted_On,Identify and mask dark outliers in time series images,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Identify And Display Outlier Areas
2427,script_97367.txt,LANDSAT/LC8_L1T_TOA,Be_Acted_On,Identify and mask dark outliers in time series images,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Identify And Display Outlier Areas
2428,script_97367.txt,LANDSAT/LE7_L1T_TOA,Be_Acted_On,Identify and mask dark outliers in time series images,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Identify And Display Outlier Areas
2429,script_97367.txt,LANDSAT/LT4_L1T_TOA,Be_Acted_On,Project cloud shadows and combine with cloud mask,USGS Landsat 4 TM Collection 2 Tier 2 TOA Reflectance,Cloud And Cloud Shadow Masking
2430,script_97367.txt,LANDSAT/LT5_L1T_TOA,Be_Acted_On,Project cloud shadows and combine with cloud mask,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Cloud And Cloud Shadow Masking
2431,script_97367.txt,LANDSAT/LC8_L1T_TOA,Be_Acted_On,Project cloud shadows and combine with cloud mask,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Cloud And Cloud Shadow Masking
2432,script_97367.txt,LANDSAT/LE7_L1T_TOA,Be_Acted_On,Project cloud shadows and combine with cloud mask,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Cloud And Cloud Shadow Masking
2433,script_97367.txt,LANDSAT/LT4_L1T_TOA,Be_Acted_On,Calculate NDVI and add as bands to the image collection,USGS Landsat 4 TM Collection 2 Tier 2 TOA Reflectance,Add NDVI Band To Images
2434,script_97367.txt,LANDSAT/LT5_L1T_TOA,Be_Acted_On,Calculate NDVI and add as bands to the image collection,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Add NDVI Band To Images
2435,script_97367.txt,LANDSAT/LC8_L1T_TOA,Be_Acted_On,Calculate NDVI and add as bands to the image collection,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Add NDVI Band To Images
2436,script_97367.txt,LANDSAT/LE7_L1T_TOA,Be_Acted_On,Calculate NDVI and add as bands to the image collection,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Add NDVI Band To Images
2437,script_97367.txt,LANDSAT/LT4_L1T_TOA,Be_Acted_On,Reduce image collection to median and add percentile NDVI bands,USGS Landsat 4 TM Collection 2 Tier 2 TOA Reflectance,Add NDVI Band To Images
2438,script_97367.txt,LANDSAT/LT5_L1T_TOA,Be_Acted_On,Reduce image collection to median and add percentile NDVI bands,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Add NDVI Band To Images
2439,script_97367.txt,LANDSAT/LC8_L1T_TOA,Be_Acted_On,Reduce image collection to median and add percentile NDVI bands,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Add NDVI Band To Images
2440,script_97367.txt,LANDSAT/LE7_L1T_TOA,Be_Acted_On,Reduce image collection to median and add percentile NDVI bands,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Add NDVI Band To Images
2441,script_97367.txt,LANDSAT/LT4_L1T_TOA,Be_Acted_On,Prepare and export final processed image to Drive,USGS Landsat 4 TM Collection 2 Tier 2 TOA Reflectance,Export Processed Images To Drive
2442,script_97367.txt,LANDSAT/LT5_L1T_TOA,Be_Acted_On,Prepare and export final processed image to Drive,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Export Processed Images To Drive
2443,script_97367.txt,LANDSAT/LC8_L1T_TOA,Be_Acted_On,Prepare and export final processed image to Drive,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Export Processed Images To Drive
2444,script_97367.txt,LANDSAT/LE7_L1T_TOA,Be_Acted_On,Prepare and export final processed image to Drive,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Export Processed Images To Drive
2445,script_97371.txt,FAO/GAUL/2015/level1,Be_Acted_On,Sample points representing specific crop areas,"FAO GAUL: Global Administrative Unit Layers 2015, First-Level Administrative Units",Sampling Regions
2446,script_97371.txt,FAO/GAUL/2015/level1,Be_Acted_On,Generate median composite of image collection,"FAO GAUL: Global Administrative Unit Layers 2015, First-Level Administrative Units",Create Median Composite Of Images
2447,script_97371.txt,USGS/GFSAD1000_V0,Be_Acted_On,Sample points representing specific crop areas,"GFSAD1000: Cropland Extent 1km Multi-Study Crop Mask, Global Food-Support Analysis Data",Sampling Regions
2448,script_97371.txt,COPERNICUS/S2_SR,Be_Acted_On,Mask clouds and shadows from satellite images,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Cloud And Shade Masking
2449,script_97371.txt,COPERNICUS/S2_SR,Be_Acted_On,Add NDVI band to images for vegetation analysis,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Add NDVI Band To Images
2450,script_97371.txt,COPERNICUS/S2_SR,Be_Acted_On,Filter image collection by date and region,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter Image Collection By Date And Region
2451,script_97371.txt,COPERNICUS/S2_SR,Be_Acted_On,Generate median composite of image collection,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Create Median Composite Of Images
2452,script_97371.txt,COPERNICUS/S2_SR,Be_Acted_On,Calculate time series of NDVI for specific locations,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Generate Time Series Data For NDVI Changes
2453,script_97371.txt,COPERNICUS/S2_SR,Be_Acted_On,Export NDVI time series data to CSV,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Export Time Series Data
2454,script_97371.txt,COPERNICUS/S2_SR,Be_Acted_On,Create charts for NDVI visualization,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Generate Time Series Charts For NDVI
2455,script_97371.txt,COPERNICUS/S2_SR,Be_Acted_On,Aggregate NDVI data across multiple locations,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Visualize NDVI And Date Information
2456,script_97430.txt,COPERNICUS/S2,Be_Acted_On,Filters image collections by area and date,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Date And Region
2457,script_97430.txt,COPERNICUS/S2,Be_Acted_On,Joins two image collections based on index,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Converts Joined Data To Image Collection
2458,script_97430.txt,COPERNICUS/S2,Be_Acted_On,Adds cloud probability and mask as image bands,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Add Cloud Probability And Mask As Image Bands
2459,script_97430.txt,COPERNICUS/S2,Be_Acted_On,Projects cloud shadows and identifies dark pixels,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Shadow Projection
2460,script_97430.txt,COPERNICUS/S2,Be_Acted_On,"Merges cloud and shadow masks, applies buffer","Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Cloud And Cloud Shadow Masking
2461,script_97430.txt,COPERNICUS/S2,Be_Acted_On,Masks clouds and shadows from images,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Cloud And Shade Masking
2462,script_97430.txt,COPERNICUS/S2,Be_Acted_On,Calculates Modified Normalized Difference Water Index,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Calculates Modified Normalized Difference Water Index (MNDWI)
2463,script_97430.txt,COPERNICUS/S2,Be_Acted_On,Calculates Normalized Difference Vegetation Index,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Computes Normalized Difference Vegetation Index (NDVI)
2464,script_97430.txt,COPERNICUS/S2,Be_Acted_On,Calculates Soil-Adjusted Vegetation Index,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Vegetation Indices/Index Calculation
2465,script_97430.txt,COPERNICUS/S2_CLOUD_PROBABILITY,Be_Acted_On,Joins two image collections based on index,Sentinel-2: Cloud Probability,Converts Joined Data To Image Collection
2466,script_97430.txt,COPERNICUS/S2_CLOUD_PROBABILITY,Be_Acted_On,Adds cloud probability and mask as image bands,Sentinel-2: Cloud Probability,Add Cloud Probability And Mask As Image Bands
2467,script_97431.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Filters image collection by geographical bounds,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Bounds
2468,script_97431.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Applies cloud cover percentage filter,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Computes Percentage Of Cloud Cover
2469,script_97431.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Filters image collection by date range,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Date
2470,script_97431.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Calculates cloud scores for images,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Cloud Score Computation
2471,script_97431.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Adds Modified Normalized Difference Water Index (MNDWI) to images,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Calculates Modified Normalized Difference Water Index (MNDWI)
2472,script_97431.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Selects specific bands and indices for analysis,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Select Specific Bands From Images
2473,script_97431.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Applies a cloud mask to images based on cloud score,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Image Cloud Masking
2474,script_97431.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Creates a quality mosaic of images based on MNDWI,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Create Median Composite Of Images
2475,script_97431.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Calculates the median of image collections,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Calculates Median Of Image Collection
2476,script_97431.txt,users/eggenm/chad_rivers,Be_Acted_On,Filters image collection by geographical bounds,users/eggenm/,Filter Image Collection By Bounds
2477,script_97446.txt,COPERNICUS/S2,Be_Acted_On,Filter image collection by date range,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Date
2478,script_97446.txt,COPERNICUS/S2,Be_Acted_On,Reduce cloud effects using quality assessment bands,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Reduce Cloud Effects
2479,script_97446.txt,COPERNICUS/S2,Be_Acted_On,Calculate median value of the image collection,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Calculates Median Of Image Collection
2480,script_97446.txt,COPERNICUS/S2,Be_Acted_On,Generate download URLs for processed images,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Export Processed Images
2481,script_97475.txt,COPERNICUS/S2,Be_Acted_On,Mask clouds in satellite images to improve data quality,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Image Cloud Masking
2482,script_97475.txt,COPERNICUS/S2,Be_Acted_On,Filter and median aggregate images for specific seasons,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Seasonal Filtering
2483,script_97475.txt,COPERNICUS/S2,Be_Acted_On,Clip images to a defined geographical boundary,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Clip Images To Specific Geographic Boundaries
2484,script_97475.txt,COPERNICUS/S2,Be_Acted_On,Combine spectral and terrain data for comprehensive analysis,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Terrain Analysis
2485,script_97475.txt,COPERNICUS/S2,Be_Acted_On,Sample combined data to create a training dataset for classification,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Merge Feature Collections For Training Data
2486,script_97475.txt,COPERNICUS/S2,Be_Acted_On,Train an unsupervised classifier to identify distinct clusters,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Unsupervised Clustering
2487,script_97475.txt,COPERNICUS/S2,Be_Acted_On,Apply classification to the image to map land cover,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Remapping Land Cover Classes
2488,script_97475.txt,COPERNICUS/S2,Be_Acted_On,Generate visualizations and statistical charts to interpret classification results,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Generate Visualizations And Statistical Charts For Classification Results
2489,script_97475.txt,USGS/NED,Be_Acted_On,Combine spectral and terrain data for comprehensive analysis,GMTED2010: Global Multi-resolution Terrain Elevation Data 2010,Terrain Analysis
2490,script_97477.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Filters images by date and cloud cover,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Images By Cloud Cover
2491,script_97477.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Masks clouds and shadows from images,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Cloud And Shade Masking
2492,script_97477.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Clips images to a specific geographic region,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Clip Images To A Specific Region
2493,script_97477.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Calculates the median of the image collection,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculates Median Of Image Collection
2494,script_97477.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Displays natural color composite,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Displays Composite Image
2495,script_97477.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Calculates Normalized Difference Vegetation Index (NDVI),USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Computes Normalized Difference Vegetation Index (NDVI)
2496,script_97477.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Calculates Enhanced Vegetation Index (EVI),USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,"Calculate Other Vegetation Indices/index (SAVI, EVI)"
2497,script_97477.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Calculates Soil Adjusted Built-up Index (SABI),USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculate Construction Land Index (CLI)
2498,script_97477.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Generates and displays a color bar legend,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Add A Legend
2499,script_97479.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Filters image collection by specific date range,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date
2500,script_97479.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Applies geographical bounds to image collection,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Bounds
2501,script_97479.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Masks images based on cloud and shadow detection,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Cloud And Shade Masking
2502,script_97479.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Calculates statistical representations of image data,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculate Statistical Indicators Of Image Collection
2503,script_97479.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Visualizes data using specific band combinations,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Visualize Data Using Specific Band Combinations
2504,script_97507.txt,TIGER/2018/Counties,Be_Acted_On,Load and filter US county dataset for a specific county,TIGER: US Census Counties 2018,Filter And Select
2505,script_97507.txt,TIGER/2018/Counties,Be_Acted_On,Add specific county layer to map with visualization parameters,TIGER: US Census Counties 2018,Visualize Radar Images With Specific Visualization Parameters
2506,script_97507.txt,LANDSAT/LC08/C02/T1_L2,Be_Acted_On,"Load and filter Landsat 8 Image Collection by cloud cover, path, row, and date","USGS Landsat 8 Level 2, Collection 2, Tier 1",Filter Image Collection By Cloud Coverage
2507,script_97507.txt,LANDSAT/LC08/C02/T1_L2,Be_Acted_On,Map function to add readable date to images,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Add Date Information To Images
2508,script_97507.txt,LANDSAT/LC08/C02/T1_L2,Be_Acted_On,Extract and display dates from image collection,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Filter Image Collection By Date
2509,script_97508.txt,LANDSAT/LC08/C02/T1_L2,Be_Acted_On,"Filters image collection by cloud cover, path, and row","USGS Landsat 8 Level 2, Collection 2, Tier 1",Filter Image Collection By Cloud Coverage
2510,script_97508.txt,LANDSAT/LC08/C02/T1_L2,Be_Acted_On,Calculates NDVI for each image in the collection,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Calculates Median Of Image Collection
2511,script_97508.txt,LANDSAT/LC08/C02/T1_L2,Be_Acted_On,Generates a time series chart of NDVI for specified regions,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Generate Time Series Charts For NDVI
2512,script_97508.txt,LANDSAT/LC08/C02/T1_L2,Be_Acted_On,Displays images and NDVI data on an interactive map,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Visualize NDVI And Date Information
2513,script_97508.txt,LANDSAT/LC08/C02/T1_L2/LC08_043034_20190715,Be_Acted_On,Displays images and NDVI data on an interactive map,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Visualize NDVI And Date Information
2514,script_97509.txt,LANDSAT/LC08/C01/T1_SR/LC08_045033_20170925,Be_Acted_On,Load and display pre-fire satellite image,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Load and Display Pre- And Post-Fire Satellite Image
2515,script_97509.txt,LANDSAT/LC08/C01/T1_SR/LC08_045033_20170925,Be_Acted_On,Visualize true color images,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Visualize True Color Images
2516,script_97509.txt,LANDSAT/LC08/C01/T1_SR/LC08_045033_20170925,Be_Acted_On,Option to visualize false color infrared and SWIR images,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Visualize True Color Images
2517,script_97509.txt,LANDSAT/LC08/C01/T1_SR/LC08_045033_20180928,Be_Acted_On,Load and display post-fire satellite image,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Load and Display Pre- And Post-Fire Satellite Image
2518,script_97509.txt,LANDSAT/LC08/C01/T1_SR/LC08_045033_20180928,Be_Acted_On,Visualize true color images,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Visualize True Color Images
2519,script_97509.txt,LANDSAT/LC08/C01/T1_SR/LC08_045033_20180928,Be_Acted_On,Option to visualize false color infrared and SWIR images,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Visualize True Color Images
2520,script_97510.txt,LANDSAT/LC08/C01/T1_SR/LC08_045033_20170925,Be_Acted_On,Display true color images before and after the fire,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Detect Changes By Comparing Pre- And Post-Fire Images
2521,script_97510.txt,LANDSAT/LC08/C01/T1_SR/LC08_045033_20170925,Be_Acted_On,Calculate NBR for pre-fire image,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Calculate NBR For Pre-Fire Image
2522,script_97510.txt,LANDSAT/LC08/C01/T1_SR/LC08_045033_20180928,Be_Acted_On,Display true color images before and after the fire,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Detect Changes By Comparing Pre- And Post-Fire Images
2523,script_97510.txt,LANDSAT/LC08/C01/T1_SR/LC08_045033_20180928,Be_Acted_On,Calculate NBR for post-fire image,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Calculate NBR for Post-Fire Image
2524,script_97510.txt,LANDSAT/LC08/C01/T1_SR/LC08_045033_20180928,Be_Acted_On,Visualize NBR changes to identify burned areas,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Visualize Burned Areas
2525,script_97512.txt,LANDSAT/LC08/C01/T1_SR/LC08_045033_20170925,Be_Acted_On,Calculate Normalized Difference Burn Ratio (NDBR) before and after fire,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Compute Difference Between Pre- And Post-Fire NBR
2526,script_97512.txt,LANDSAT/LC08/C01/T1_SR/LC08_045033_20170925,Be_Acted_On,Subtract post-fire NDBR from pre-fire NDBR,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Compute Difference Between Pre- And Post-Fire NBR
2527,script_97512.txt,LANDSAT/LC08/C01/T1_SR/LC08_045033_20170925,Be_Acted_On,Clip the delta NDBR result to the fire perimeter,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Calculate NBR for Post-Fire Image
2528,script_97512.txt,LANDSAT/LC08/C01/T1_SR/LC08_045033_20170925,Be_Acted_On,Reclassify delta NDBR into burn severity categories,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Classify And Visualize Burn Severity
2529,script_97512.txt,LANDSAT/LC08/C01/T1_SR/LC08_045033_20170925,Be_Acted_On,Generate histogram of pixel counts for severity zones,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Generate Histograms For Image Data Analysis
2530,script_97512.txt,LANDSAT/LC08/C01/T1_SR/LC08_045033_20170925,Be_Acted_On,Create a thumbnail image of the fire severity map,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Classify And Visualize Burn Severity
2531,script_97512.txt,LANDSAT/LC08/C01/T1_SR/LC08_045033_20180928,Be_Acted_On,Calculate Normalized Difference Burn Ratio (NDBR) before and after fire,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Compute Difference Between Pre- And Post-Fire NBR
2532,script_97512.txt,LANDSAT/LC08/C01/T1_SR/LC08_045033_20180928,Be_Acted_On,Subtract post-fire NDBR from pre-fire NDBR,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Compute Difference Between Pre- And Post-Fire NBR
2533,script_97512.txt,LANDSAT/LC08/C01/T1_SR/LC08_045033_20180928,Be_Acted_On,Clip the delta NDBR result to the fire perimeter,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Calculate NBR for Post-Fire Image
2534,script_97512.txt,LANDSAT/LC08/C01/T1_SR/LC08_045033_20180928,Be_Acted_On,Reclassify delta NDBR into burn severity categories,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Classify And Visualize Burn Severity
2535,script_97512.txt,LANDSAT/LC08/C01/T1_SR/LC08_045033_20180928,Be_Acted_On,Generate histogram of pixel counts for severity zones,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Generate Histograms For Image Data Analysis
2536,script_97512.txt,LANDSAT/LC08/C01/T1_SR/LC08_045033_20180928,Be_Acted_On,Create a thumbnail image of the fire severity map,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Classify And Visualize Burn Severity
2537,script_97512.txt,users/cade/ca_MendocinoComplex,Be_Acted_On,Clip the delta NDBR result to the fire perimeter,users/cade/,Calculate NBR for Post-Fire Image
2538,script_97512.txt,users/cade/ca_MendocinoComplex,Be_Acted_On,Reclassify delta NDBR into burn severity categories,users/cade/,Classify And Visualize Burn Severity
2539,script_97512.txt,users/cade/ca_MendocinoComplex,Be_Acted_On,Generate histogram of pixel counts for severity zones,users/cade/,Generate Histograms For Image Data Analysis
2540,script_97512.txt,users/cade/ca_MendocinoComplex,Be_Acted_On,Create a thumbnail image of the fire severity map,users/cade/,Classify And Visualize Burn Severity
2541,script_97538.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Filter image collection by geographic bounds,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Bounds
2542,script_97538.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Filter image collection by date range,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date
2543,script_97538.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Filter image collection by path and row,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Time
2544,script_97538.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Filter image collection by cloud cover,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Cloud Coverage
2545,script_97538.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Calculate median of image collection,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculates Median Of Image Collection
2546,script_97538.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Clip image to specified geometry,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Clip Images To A Specific Region
2547,script_97538.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Calculate NDVI using NIR and RED bands,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Compute Median Of NDVI
2548,script_97538.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Calculate SAVI using NIR and RED bands,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculate Normalized Infrared Vegetation Index (NIRV)
2549,script_97538.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Export images to Google Drive,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Export Processed Images To Google Drive
2550,script_97538.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Adjust thermal bands for temperature calculation,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Temperature Calculation
2551,script_97539.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Filters image collection by geographic bounds,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Bounds
2552,script_97539.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Filters image collection by date range,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date
2553,script_97539.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Applies multiple criteria to refine image selection,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Combine Multiple Image Properties
